"CALC_FOR_STATE_ACCT","Gradespan","DISTRICT","distname","COUNTY","cntyname","REGION","regnname","DIST_ALLN","DIST_ALLR","DIST_ALLD","DIST_MALN","DIST_MALR","DIST_MALD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_WHN","DIST_WHR","DIST_WHD","DIST_PIN","DIST_PIR","DIST_PID","DIST_MUN","DIST_MUR","DIST_MUD","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_BEN","DIST_BER","DIST_BED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_SPEN","DIST_SPER","DIST_SPED"
"Yes","78","002901","Andrews ISD","002","Andrews County","18","Midland","-","0.7","<600","-","1.0","<400","-","0.3","<300","0","0.0","11","0","0.0","4","-","1.1","<400","0","0.0","4","0","0.0","198",".",".",".","0","0.0","11","-","0.3","<400","0","0.0","24","-","0.7","<600",".",".",".","-","1.2","<300","0","0.0","26","0","0.0","4","-","4.4","<100","0","0.0","4","-","1.4","<200","0","0.0","38"
"No","912","002901","Andrews ISD","002","Andrews County","18","Midland","-","0.8","<1,100","-","0.7","<600","-","0.8","<600","0","0.0","19","0","0.0","3","-","0.7","<700","0","0.0","2","-","0.9","<400",".",".",".","0","0.0","20","-","1.0","<500","-","3.4","<100","-","0.5","<1,100","-","0.3","<400","-","0.6","<400","0","0.0","51","-","12.5","<100","-","4.1","<100","0","0.0","3","-","1.4","<300","-","1.1","<100"
"Yes","912","002901","Andrews ISD","002","Andrews County","18","Midland","-","0.7","<1,100","-","0.7","<600","-","0.6","<600","0","0.0","19","0","0.0","3","-","0.7","<700","0","0.0","2","-","0.6","<400",".",".",".","0","0.0","20","-","1.0","<500","-","3.4","<100","-","0.5","<1,100","-","0.3","<400","-","0.6","<400","0","0.0","51","-","12.5","<100","-","4.1","<100","0","0.0","3","-","1.0","<300","-","1.1","<100"
"No","712","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","247","0","0.0","103","0","0.0","144","0","0.0","42","0","0.0","8","0","0.0","33","0","0.0","1","0","0.0","159","0","0.0","1","0","0.0","3","0","0.0","89","0","0.0","1","0","0.0","247","0","0.0","6","0","0.0","113",".",".",".","0","0.0","1","0","0.0","2",".",".",".","0","0.0","51","0","0.0","22"
"Yes","712","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","247","0","0.0","103","0","0.0","144","0","0.0","42","0","0.0","8","0","0.0","33","0","0.0","1","0","0.0","159","0","0.0","1","0","0.0","3","0","0.0","89","0","0.0","1","0","0.0","247","0","0.0","6","0","0.0","113",".",".",".","0","0.0","1","0","0.0","2",".",".",".","0","0.0","51","0","0.0","22"
"No","78","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","102","0","0.0","47","0","0.0","55","0","0.0","21","0","0.0","4","0","0.0","13","0","0.0","1","0","0.0","61","0","0.0","1","0","0.0","1","0","0.0","34","0","0.0","1","0","0.0","102",".",".",".","0","0.0","54",".",".",".",".",".",".","0","0.0","2",".",".",".","0","0.0","22","0","0.0","11"
"Yes","78","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","102","0","0.0","47","0","0.0","55","0","0.0","21","0","0.0","4","0","0.0","13","0","0.0","1","0","0.0","61","0","0.0","1","0","0.0","1","0","0.0","34","0","0.0","1","0","0.0","102",".",".",".","0","0.0","54",".",".",".",".",".",".","0","0.0","2",".",".",".","0","0.0","22","0","0.0","11"
"No","912","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","145","0","0.0","56","0","0.0","89","0","0.0","21","0","0.0","4","0","0.0","20",".",".",".","0","0.0","98",".",".",".","0","0.0","2","0","0.0","55",".",".",".","0","0.0","145","0","0.0","6","0","0.0","59",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","29","0","0.0","11"
"Yes","912","003801","Pineywoods Community Academy","003","Angelina County","07","Kilgore","0","0.0","145","0","0.0","56","0","0.0","89","0","0.0","21","0","0.0","4","0","0.0","20",".",".",".","0","0.0","98",".",".",".","0","0.0","2","0","0.0","55",".",".",".","0","0.0","145","0","0.0","6","0","0.0","59",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","29","0","0.0","11"
"No","712","003902","Hudson ISD","003","Angelina County","07","Kilgore","-","1.1","<1,400","-","1.2","<700","-","0.9","<700","-","2.5","<100","0","0.0","14","-","0.3","<300","0","0.0","4","-","1.2","<1,000","0","0.0","2","0","0.0","21","-","2.2","<400","0","0.0","21","-","0.7","<1,400","-","1.0","<600","-","0.9","<700","0","0.0","91","0","0.0","2","0","0.0","28",".",".",".","-","3.0","<400","-","1.8","<200"
"Yes","712","003902","Hudson ISD","003","Angelina County","07","Kilgore","-","0.5","<1,400","-","0.8","<700","-","0.3","<700","-","1.3","<100","0","0.0","14","0","0.0","<300","0","0.0","4","-","0.7","<1,000","0","0.0","2","0","0.0","21","-","0.9","<400","0","0.0","21","-","0.2","<1,400","-","0.6","<600","-","0.5","<700","0","0.0","91","0","0.0","2","0","0.0","28",".",".",".","-","1.3","<300","-","0.9","<200"
"No","78","003902","Hudson ISD","003","Angelina County","07","Kilgore","0","0.0","466","0","0.0","229","0","0.0","237","0","0.0","31","0","0.0","4","0","0.0","105","0","0.0","3","0","0.0","318","0","0.0","1","0","0.0","4","0","0.0","131","0","0.0","15","0","0.0","465",".",".",".","0","0.0","254","0","0.0","38",".",".",".","0","0.0","18",".",".",".","0","0.0","101","0","0.0","47"
"Yes","78","003902","Hudson ISD","003","Angelina County","07","Kilgore","0","0.0","466","0","0.0","229","0","0.0","237","0","0.0","31","0","0.0","4","0","0.0","105","0","0.0","3","0","0.0","318","0","0.0","1","0","0.0","4","0","0.0","131","0","0.0","15","0","0.0","465",".",".",".","0","0.0","254","0","0.0","38",".",".",".","0","0.0","18",".",".",".","0","0.0","101","0","0.0","47"
"No","912","003902","Hudson ISD","003","Angelina County","07","Kilgore","-","1.6","<900","-","1.9","<500","-","1.4","<500","-","4.0","<100","0","0.0","10","-","0.5","<200","0","0.0","1","-","1.8","<600","0","0.0","1","0","0.0","17","-","3.7","<200","0","0.0","6","-","1.1","<900","-","1.0","<600","-","1.5","<500","0","0.0","53","0","0.0","2","0","0.0","10",".",".",".","-","4.4","<300","-","3.2","<100"
"Yes","912","003902","Hudson ISD","003","Angelina County","07","Kilgore","-","0.8","<900","-","1.2","<500","-","0.5","<500","-","2.0","<100","0","0.0","10","0","0.0","<200","0","0.0","1","-","1.0","<600","0","0.0","1","0","0.0","17","-","1.6","<200","0","0.0","6","-","0.4","<900","-","0.6","<600","-","0.7","<500","0","0.0","53","0","0.0","2","0","0.0","10",".",".",".","-","2.0","<200","-","1.6","<100"
"No","712","003903","Lufkin ISD","003","Angelina County","07","Kilgore","62","1.7","3,575","39","2.1","1,827","23","1.3","1,748","27","2.7","1,009","-","1.6","<100","-","1.3","<1,300","0","0.0","10","18","1.6","1,147","0","0.0","4","0","0.0","74","26","1.8","1,454","-","1.2","<400","-","11.4","<100","-","1.4","<600","40","1.7","2,319","-","0.5","<500","0","0.0","2","-","3.6","<200","0","0.0","4","38","4.1","923","-","1.1","<600"
"Yes","712","003903","Lufkin ISD","003","Angelina County","07","Kilgore","57","1.6","3,559","36","2.0","1,821","21","1.2","1,738","23","2.3","1,002","0","0.0","<100","16","1.3","<1,300","0","0.0","10","18","1.6","1,144","0","0.0","4","0","0.0","74","25","1.7","1,452","-","1.2","<400","-","9.1","<100","-","1.4","<600","35","1.5","2,305","-","0.5","<500","0","0.0","2","-","3.1","<200","0","0.0","4","34","3.7","912","-","1.1","<600"
"No","78","003903","Lufkin ISD","003","Angelina County","07","Kilgore","-","0.7","<1,300","-","0.9","<700","-","0.5","<600","-","1.2","<400","0","0.0","17","-","0.4","<500","0","0.0","2","-","0.8","<400","0","0.0","3","0","0.0","30","-","0.9","<500","0","0.0","158","0","0.0","15",".",".",".","-","0.7","<900","-","1.9","<200","0","0.0","1","-","1.0","<200","0","0.0","1","-","0.6","<400","0","0.0","159"
"Yes","78","003903","Lufkin ISD","003","Angelina County","07","Kilgore","-","0.7","<1,300","-","0.9","<700","-","0.5","<600","-","1.2","<400","0","0.0","17","-","0.4","<500","0","0.0","2","-","0.8","<400","0","0.0","3","0","0.0","30","-","0.9","<500","0","0.0","158","0","0.0","15",".",".",".","-","0.7","<900","-","1.9","<200","0","0.0","1","-","1.0","<200","0","0.0","1","-","0.6","<400","0","0.0","158"
"No","912","003903","Lufkin ISD","003","Angelina County","07","Kilgore","-","2.2","<2,400","-","2.8","<1,200","-","1.7","<1,200","-","3.4","<700","-","2.2","<100","-","1.7","<900","0","0.0","8","-","1.9","<800","0","0.0","1","0","0.0","44","-","2.2","<1,000","-","2.2","<200","-","20.0","<100","-","1.4","<600","-","2.3","<1,500","0","0.0","315","0","0.0","1","-","6.6","<100","0","0.0","3","-","6.0","<600","-","1.6","<400"
"Yes","912","003903","Lufkin ISD","003","Angelina County","07","Kilgore","-","2.0","<2,400","-","2.5","<1,200","-","1.5","<1,200","-","2.9","<700","0","0.0","<100","-","1.7","<900","0","0.0","8","-","1.9","<800","0","0.0","1","0","0.0","44","-","2.1","<1,000","-","2.2","<200","-","16.7","<100","-","1.4","<600","-","2.0","<1,500","0","0.0","315","0","0.0","1","-","5.7","<100","0","0.0","3","-","5.4","<600","-","1.6","<400"
"No","712","003904","Huntington ISD","003","Angelina County","07","Kilgore","39","3.9","1,000","21","4.0","521","18","3.8","479","-","3.4","<100",".",".",".","-","1.7","<100","0","0.0","5","-","4.1","<900","0","0.0","2","-","5.6","<100","20","4.1","482","0","0.0","4","39","3.9","1,000","28","7.9","353","24","4.9","490","0","0.0","70",".",".",".","0","0.0","4",".",".",".","25","9.5","263","-","3.5","<200"
"Yes","712","003904","Huntington ISD","003","Angelina County","07","Kilgore","35","3.5","987","17","3.3","514","18","3.8","473","-","3.7","<100",".",".",".","-","1.7","<100","0","0.0","5","-","3.7","<900","0","0.0","2","-","5.6","<100","19","4.0","480","0","0.0","4","35","3.5","987","26","7.5","348","20","4.2","478","0","0.0","70",".",".",".","0","0.0","4",".",".",".","21","8.4","250","-","1.8","<200"
"No","78","003904","Huntington ISD","003","Angelina County","07","Kilgore","0","0.0","300","0","0.0","167","0","0.0","133","0","0.0","6",".",".",".","0","0.0","25","0","0.0","2","0","0.0","262","0","0.0","2","0","0.0","3","0","0.0","152","0","0.0","2","0","0.0","300",".",".",".","0","0.0","149","0","0.0","20",".",".",".","0","0.0","3",".",".",".","0","0.0","67","0","0.0","31"
"Yes","78","003904","Huntington ISD","003","Angelina County","07","Kilgore","0","0.0","300","0","0.0","167","0","0.0","133","0","0.0","6",".",".",".","0","0.0","25","0","0.0","2","0","0.0","262","0","0.0","2","0","0.0","3","0","0.0","152","0","0.0","2","0","0.0","300",".",".",".","0","0.0","149","0","0.0","20",".",".",".","0","0.0","3",".",".",".","0","0.0","67","0","0.0","31"
"No","912","003904","Huntington ISD","003","Angelina County","07","Kilgore","39","5.6","700","21","5.9","354","18","5.2","346","-","4.3","<100",".",".",".","-","2.9","<100","0","0.0","3","-","5.8","<700",".",".",".","-","6.7","<100","20","6.1","330","0","0.0","2","39","5.6","700","28","7.9","353","24","7.0","341","0","0.0","50",".",".",".","0","0.0","1",".",".",".","25","12.8","196","-","4.8","<100"
"Yes","912","003904","Huntington ISD","003","Angelina County","07","Kilgore","35","5.1","687","17","4.9","347","18","5.3","340","-","4.8","<100",".",".",".","-","2.9","<100","0","0.0","3","-","5.2","<700",".",".",".","-","6.7","<100","19","5.8","328","0","0.0","2","35","5.1","687","26","7.5","348","20","6.1","329","0","0.0","50",".",".",".","0","0.0","1",".",".",".","21","11.5","183","-","2.6","<100"
"No","712","003905","Diboll ISD","003","Angelina County","07","Kilgore","-","0.2","<900","-","0.2","<500","-","0.2","<500","-","0.9","<200","0","0.0","1","0","0.0","416","0","0.0","2","-","0.4","<300",".",".",".","0","0.0","10","0","0.0","429","0","0.0","49","-","0.1","<900","0","0.0","115","-","0.2","<700","0","0.0","45","0","0.0","5","0","0.0","66",".",".",".","-","0.5","<200","0","0.0","110"
"Yes","712","003905","Diboll ISD","003","Angelina County","07","Kilgore","-","0.2","<900","-","0.2","<500","-","0.2","<500","-","0.9","<200","0","0.0","1","0","0.0","414","0","0.0","2","-","0.4","<300",".",".",".","0","0.0","10","0","0.0","427","0","0.0","49","-","0.1","<900","0","0.0","115","-","0.2","<700","0","0.0","45","0","0.0","5","0","0.0","66",".",".",".","-","0.5","<200","0","0.0","109"
"No","78","003905","Diboll ISD","003","Angelina County","07","Kilgore","0","0.0","282","0","0.0","148","0","0.0","134","0","0.0","30","0","0.0","1","0","0.0","148","0","0.0","1","0","0.0","97",".",".",".","0","0.0","5","0","0.0","144","0","0.0","24","0","0.0","282",".",".",".","0","0.0","200","0","0.0","17","0","0.0","1","0","0.0","33",".",".",".","0","0.0","63","0","0.0","39"
"Yes","78","003905","Diboll ISD","003","Angelina County","07","Kilgore","0","0.0","281","0","0.0","148","0","0.0","133","0","0.0","29","0","0.0","1","0","0.0","148","0","0.0","1","0","0.0","97",".",".",".","0","0.0","5","0","0.0","144","0","0.0","24","0","0.0","281",".",".",".","0","0.0","199","0","0.0","17","0","0.0","1","0","0.0","33",".",".",".","0","0.0","63","0","0.0","39"
"No","912","003905","Diboll ISD","003","Angelina County","07","Kilgore","-","0.4","<600","-","0.4","<300","-","0.4","<300","-","1.2","<100",".",".",".","0","0.0","268","0","0.0","1","-","0.5","<200",".",".",".","0","0.0","5","0","0.0","285","0","0.0","25","-","0.2","<600","0","0.0","115","-","0.2","<500","0","0.0","28","0","0.0","4","0","0.0","33",".",".",".","-","0.8","<200","0","0.0","71"
"Yes","912","003905","Diboll ISD","003","Angelina County","07","Kilgore","-","0.4","<600","-","0.4","<300","-","0.4","<300","-","1.3","<100",".",".",".","0","0.0","266","0","0.0","1","-","0.5","<200",".",".",".","0","0.0","5","0","0.0","283","0","0.0","25","-","0.2","<600","0","0.0","115","-","0.2","<500","0","0.0","28","0","0.0","4","0","0.0","33",".",".",".","-","0.8","<200","0","0.0","70"
"No","712","003906","Zavalla ISD","003","Angelina County","07","Kilgore","-","0.5","<300","-","0.9","<200","-","0.0","<200",".",".",".",".",".",".","0","0.0","10","0","0.0","1","-","0.5","<300",".",".",".","0","0.0","5","-","1.1","<100",".",".",".","-","0.5","<300","-","0.8","<200","-","0.8","<200","0","0.0","10",".",".",".",".",".",".",".",".",".","0","0.0","55","0","0.0","35"
"Yes","712","003906","Zavalla ISD","003","Angelina County","07","Kilgore","-","0.5","<300","-","0.9","<200","-","0.0","<200",".",".",".",".",".",".","0","0.0","10","0","0.0","1","-","0.5","<300",".",".",".","0","0.0","5","-","1.1","<100",".",".",".","-","0.5","<300","-","0.8","<200","-","0.8","<200","0","0.0","10",".",".",".",".",".",".",".",".",".","0","0.0","54","0","0.0","35"
"No","78","003906","Zavalla ISD","003","Angelina County","07","Kilgore","0","0.0","73","0","0.0","38","0","0.0","35",".",".",".",".",".",".","0","0.0","3","0","0.0","1","0","0.0","67",".",".",".","0","0.0","2","0","0.0","31",".",".",".","0","0.0","73",".",".",".","0","0.0","46","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","20","0","0.0","12"
"Yes","78","003906","Zavalla ISD","003","Angelina County","07","Kilgore","0","0.0","73","0","0.0","38","0","0.0","35",".",".",".",".",".",".","0","0.0","3","0","0.0","1","0","0.0","67",".",".",".","0","0.0","2","0","0.0","31",".",".",".","0","0.0","73",".",".",".","0","0.0","46","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","20","0","0.0","12"
"No","912","003906","Zavalla ISD","003","Angelina County","07","Kilgore","-","0.7","<200","-","1.4","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","7",".",".",".","-","0.7","<200",".",".",".","0","0.0","3","-","1.7","<100",".",".",".","-","0.7","<200","-","0.8","<200","-","1.2","<100","0","0.0","8",".",".",".",".",".",".",".",".",".","0","0.0","35","0","0.0","23"
"Yes","912","003906","Zavalla ISD","003","Angelina County","07","Kilgore","-","0.7","<200","-","1.4","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","7",".",".",".","-","0.7","<200",".",".",".","0","0.0","3","-","1.7","<100",".",".",".","-","0.7","<200","-","0.8","<200","-","1.2","<100","0","0.0","8",".",".",".",".",".",".",".",".",".","0","0.0","34","0","0.0","23"
"No","712","003907","Central ISD","003","Angelina County","07","Kilgore","-","0.3","<800","-","0.5","<500","-","0.0","<400","-","2.1","<100","0","0.0","1","0","0.0","121","0","0.0","3","-","0.2","<600",".",".",".","0","0.0","6","-","0.3","<400","0","0.0","4","-","0.3","<800","-","0.3","<400","-","0.3","<400","0","0.0","36",".",".",".","0","0.0","4",".",".",".","-","0.6","<200","-","1.0","<100"
"Yes","712","003907","Central ISD","003","Angelina County","07","Kilgore","-","0.3","<800","-","0.5","<500","-","0.0","<400","-","2.1","<100","0","0.0","1","0","0.0","121","0","0.0","3","-","0.2","<600",".",".",".","0","0.0","6","-","0.3","<400","0","0.0","4","-","0.3","<800","-","0.3","<400","-","0.3","<400","0","0.0","36",".",".",".","0","0.0","4",".",".",".","-","0.6","<200","-","1.0","<100"
"No","78","003907","Central ISD","003","Angelina County","07","Kilgore","0","0.0","277","0","0.0","145","0","0.0","132","0","0.0","23",".",".",".","0","0.0","48","0","0.0","1","0","0.0","202",".",".",".","0","0.0","3","0","0.0","142","0","0.0","2","0","0.0","277",".",".",".","0","0.0","152","0","0.0","14",".",".",".","0","0.0","2",".",".",".","0","0.0","57","0","0.0","32"
"Yes","78","003907","Central ISD","003","Angelina County","07","Kilgore","0","0.0","277","0","0.0","145","0","0.0","132","0","0.0","23",".",".",".","0","0.0","48","0","0.0","1","0","0.0","202",".",".",".","0","0.0","3","0","0.0","142","0","0.0","2","0","0.0","277",".",".",".","0","0.0","152","0","0.0","14",".",".",".","0","0.0","2",".",".",".","0","0.0","57","0","0.0","32"
"No","912","003907","Central ISD","003","Angelina County","07","Kilgore","-","0.4","<600","-","0.8","<300","-","0.0","<300","-","4.0","<100","0","0.0","1","0","0.0","73","0","0.0","2","-","0.3","<400",".",".",".","0","0.0","3","-","0.5","<200","0","0.0","2","-","0.4","<500","-","0.3","<400","-","0.5","<300","0","0.0","22",".",".",".","0","0.0","2",".",".",".","-","0.9","<200","-","1.6","<100"
"Yes","912","003907","Central ISD","003","Angelina County","07","Kilgore","-","0.4","<600","-","0.8","<300","-","0.0","<300","-","4.0","<100","0","0.0","1","0","0.0","73","0","0.0","2","-","0.3","<400",".",".",".","0","0.0","3","-","0.5","<200","0","0.0","2","-","0.4","<500","-","0.3","<400","-","0.5","<300","0","0.0","22",".",".",".","0","0.0","2",".",".",".","-","0.9","<200","-","1.6","<100"
"No","712","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","-","0.6","<1,600","-","1.0","<900","-","0.1","<800","0","0.0","20","0","0.0","47","-","0.7","<600","0","0.0","9","-","0.6","<900",".",".",".","0","0.0","23","-","1.1","<700","0","0.0","22","-","0.6","<1,600","0","0.0","363","-","0.8","<900","0","0.0","58","0","0.0","1","0","0.0","23","0","0.0","6","-","1.6","<500","-","2.2","<200"
"Yes","712","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","-","0.6","<1,600","-","1.0","<900","-","0.1","<800","0","0.0","20","0","0.0","47","-","0.7","<600","0","0.0","9","-","0.6","<900",".",".",".","0","0.0","23","-","1.1","<700","0","0.0","21","-","0.6","<1,600","0","0.0","363","-","0.8","<900","0","0.0","58","0","0.0","1","0","0.0","22","0","0.0","6","-","1.6","<500","-","2.2","<200"
"No","78","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","0","0.0","564","0","0.0","292","0","0.0","272","0","0.0","8","0","0.0","11","0","0.0","209","0","0.0","5","0","0.0","324",".",".",".","0","0.0","7","0","0.0","204","0","0.0","14","0","0.0","564",".",".",".","0","0.0","333","0","0.0","22",".",".",".","0","0.0","14","0","0.0","4","0","0.0","128","0","0.0","46"
"Yes","78","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","0","0.0","564","0","0.0","292","0","0.0","272","0","0.0","8","0","0.0","11","0","0.0","209","0","0.0","5","0","0.0","324",".",".",".","0","0.0","7","0","0.0","204","0","0.0","14","0","0.0","564",".",".",".","0","0.0","333","0","0.0","22",".",".",".","0","0.0","14","0","0.0","4","0","0.0","128","0","0.0","46"
"No","912","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","-","0.9","<1,100","-","1.5","<600","-","0.2","<500","0","0.0","12","0","0.0","36","-","1.0","<400","0","0.0","4","-","0.9","<600",".",".",".","0","0.0","16","-","1.6","<500","0","0.0","8","-","0.9","<1,100","0","0.0","363","-","1.4","<600","0","0.0","36","0","0.0","1","0","0.0","9","0","0.0","2","-","2.2","<400","-","3.3","<100"
"Yes","912","004901","Aransas County ISD","004","Aransas County","02","Corpus Christi","-","0.9","<1,000","-","1.5","<600","-","0.2","<500","0","0.0","12","0","0.0","36","-","1.0","<400","0","0.0","4","-","0.9","<600",".",".",".","0","0.0","16","-","1.6","<500","0","0.0","7","-","0.9","<1,000","0","0.0","363","-","1.4","<600","0","0.0","36","0","0.0","1","0","0.0","8","0","0.0","2","-","2.3","<400","-","3.3","<100"
"No","712","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","251","0","0.0","123","0","0.0","128","0","0.0","3",".",".",".","0","0.0","23","0","0.0","2","0","0.0","212",".",".",".","0","0.0","11","0","0.0","96","0","0.0","2",".",".",".","0","0.0","81","0","0.0","82","0","0.0","21","0","0.0","6","0","0.0","2","0","0.0","1","0","0.0","61","0","0.0","32"
"Yes","712","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","251","0","0.0","123","0","0.0","128","0","0.0","3",".",".",".","0","0.0","23","0","0.0","2","0","0.0","212",".",".",".","0","0.0","11","0","0.0","96","0","0.0","2",".",".",".","0","0.0","81","0","0.0","82","0","0.0","21","0","0.0","6","0","0.0","2","0","0.0","1","0","0.0","61","0","0.0","32"
"No","78","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","80","0","0.0","38","0","0.0","42","0","0.0","1",".",".",".","0","0.0","6",".",".",".","0","0.0","67",".",".",".","0","0.0","6","0","0.0","20","0","0.0","1",".",".",".",".",".",".","0","0.0","30","0","0.0","10","0","0.0","1","0","0.0","1",".",".",".","0","0.0","11","0","0.0","9"
"Yes","78","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","80","0","0.0","38","0","0.0","42","0","0.0","1",".",".",".","0","0.0","6",".",".",".","0","0.0","67",".",".",".","0","0.0","6","0","0.0","20","0","0.0","1",".",".",".",".",".",".","0","0.0","30","0","0.0","10","0","0.0","1","0","0.0","1",".",".",".","0","0.0","11","0","0.0","9"
"No","912","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","171","0","0.0","85","0","0.0","86","0","0.0","2",".",".",".","0","0.0","17","0","0.0","2","0","0.0","145",".",".",".","0","0.0","5","0","0.0","76","0","0.0","1",".",".",".","0","0.0","81","0","0.0","52","0","0.0","11","0","0.0","5","0","0.0","1","0","0.0","1","0","0.0","50","0","0.0","23"
"Yes","912","005901","Archer City ISD","005","Archer County","09","Wichita Falls","0","0.0","171","0","0.0","85","0","0.0","86","0","0.0","2",".",".",".","0","0.0","17","0","0.0","2","0","0.0","145",".",".",".","0","0.0","5","0","0.0","76","0","0.0","1",".",".",".","0","0.0","81","0","0.0","52","0","0.0","11","0","0.0","5","0","0.0","1","0","0.0","1","0","0.0","50","0","0.0","23"
"No","712","005902","Holliday ISD","005","Archer County","09","Wichita Falls","-","0.2","<500","-","0.5","<300","-","0.0","<300","0","0.0","3",".",".",".","0","0.0","28","0","0.0","4","-","0.2","<500",".",".",".","0","0.0","3","-","0.7","<200",".",".",".","0","0.0","150","-","1.1","<100","0","0.0","112","0","0.0","19",".",".",".",".",".",".",".",".",".","-","1.1","<100","0","0.0","40"
"Yes","712","005902","Holliday ISD","005","Archer County","09","Wichita Falls","0","0.0","<500","0","0.0","<300","0","0.0","<300","0","0.0","3",".",".",".","0","0.0","28","0","0.0","4","0","0.0","<500",".",".",".","0","0.0","3","0","0.0","<200",".",".",".","0","0.0","150","0","0.0","<100","0","0.0","112","0","0.0","19",".",".",".",".",".",".",".",".",".","0","0.0","<100","0","0.0","40"
"No","78","005902","Holliday ISD","005","Archer County","09","Wichita Falls","0","0.0","150","0","0.0","80","0","0.0","70","0","0.0","2",".",".",".","0","0.0","10","0","0.0","1","0","0.0","136",".",".",".","0","0.0","1","0","0.0","55",".",".",".","0","0.0","150",".",".",".","0","0.0","42","0","0.0","8",".",".",".",".",".",".",".",".",".","0","0.0","28","0","0.0","12"
"Yes","78","005902","Holliday ISD","005","Archer County","09","Wichita Falls","0","0.0","150","0","0.0","80","0","0.0","70","0","0.0","2",".",".",".","0","0.0","10","0","0.0","1","0","0.0","136",".",".",".","0","0.0","1","0","0.0","55",".",".",".","0","0.0","150",".",".",".","0","0.0","42","0","0.0","8",".",".",".",".",".",".",".",".",".","0","0.0","28","0","0.0","12"
"No","912","005902","Holliday ISD","005","Archer County","09","Wichita Falls","-","0.3","<300","-","0.7","<200","-","0.0","<200","0","0.0","1",".",".",".","0","0.0","18","0","0.0","3","-","0.4","<300",".",".",".","0","0.0","2","-","1.0","<100",".",".",".",".",".",".","-","1.1","<100","0","0.0","70","0","0.0","11",".",".",".",".",".",".",".",".",".","-","1.7","<100","0","0.0","28"
"Yes","912","005902","Holliday ISD","005","Archer County","09","Wichita Falls","0","0.0","<300","0","0.0","<200","0","0.0","<200","0","0.0","1",".",".",".","0","0.0","18","0","0.0","3","0","0.0","<300",".",".",".","0","0.0","2","0","0.0","<100",".",".",".",".",".",".","0","0.0","<100","0","0.0","70","0","0.0","11",".",".",".",".",".",".",".",".",".","0","0.0","<100","0","0.0","28"
"No","712","005904","Windthorst ISD","005","Archer County","09","Wichita Falls","-","0.4","<300","-","0.8","<200","-","0.0","<200",".",".",".",".",".",".","-","1.4","<100","0","0.0","2","0","0.0","177",".",".",".","0","0.0","1","-","1.2","<100","0","0.0","3",".",".",".","-","0.7","<200","-","1.1","<100","0","0.0","31","0","0.0","1","0","0.0","3",".",".",".","-","2.5","<100","0","0.0","22"
"Yes","712","005904","Windthorst ISD","005","Archer County","09","Wichita Falls","-","0.4","<300","-","0.8","<200","-","0.0","<200",".",".",".",".",".",".","-","1.4","<100","0","0.0","2","0","0.0","177",".",".",".","0","0.0","1","-","1.2","<100","0","0.0","3",".",".",".","-","0.7","<200","-","1.1","<100","0","0.0","31","0","0.0","1","0","0.0","3",".",".",".","-","2.5","<100","0","0.0","22"
"No","78","005904","Windthorst ISD","005","Archer County","09","Wichita Falls","0","0.0","81","0","0.0","42","0","0.0","39",".",".",".",".",".",".","0","0.0","29","0","0.0","1","0","0.0","51",".",".",".",".",".",".","0","0.0","22","0","0.0","1",".",".",".",".",".",".","0","0.0","33","0","0.0","8",".",".",".","0","0.0","1",".",".",".","0","0.0","12","0","0.0","7"
