District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
113902,2011,6035620,4980426,680427,87092,1961154,1942717,2662406,2662406
113902,2012,9970453,4596587,562265,68723,1721983,1688355,2608824,2608824
113902,2013,5197683,4367069,399585,54087,1418339,1336347,2739486,2739486
113902,2014,6322936,5538992,471843,117309,1476454,1433770,2767622,2767622
113902,2015,5472260,4649321,478100,72378,1606518,1577906,2763743,2763743
113902,2016,5532159,4708282,500123,52345,1818426,1807341,2610908,2610908
113902,2017,5861862,5007075,557158,55427,1959682,1941498,2743561,2743561
113902,2018,6675567,5347399,576944,86754,2133156,2116023,2835929,2835929
113902,2019,8638810,7036604,734918,170263,2924653,2744783,2888290,2888290
113903,2005,4776876,4359132,408089,134277,2180111,2110498,1790599,1790599
113903,2006,5565211,5113598,443245,128891,2133997,2062461,2083869,2083869
113903,2007,5750019,5326888,420887,150820,2645768,2562959,2320800,2320800
113903,2008,6247311,5805982,545879,265886,3264070,3200560,1896749,1896749
113903,2009,6256796,5653129,564574,136409,2923068,2841566,2382508,2382508
113903,2010,5763393,5296097,461222,131916,2258771,2237373,2425595,2425595
113903,2011,5894461,5141277,580926,124916,2285336,2265820,2493341,2493341
113903,2012,5469540,4822441,469307,98569,1663534,1647857,2818543,2818543
113903,2013,6823687,6398837,319430,77577,1351523,1330413,3625096,3625096
113903,2014,6285854,5729349,442549,153100,1002022,970673,3980069,3980069
113903,2015,6035047,5486966,353462,62417,703329,650326,4473925,4473925
113903,2016,5865314,5280092,401941,93983,1073175,992616,3881275,3881275
113903,2017,5689808,5188562,380310,73691,2180384,2160633,2677112,2677112
113903,2018,6842041,6133123,572193,119213,2732765,2683136,2690738,2690738
113903,2019,6367658,5794382,439640,114399,2735259,2710121,2613141,2613141
113905,2005,4217789,3398258,453682,29656,1913132,1847107,1352168,1352168
113905,2006,4339084,3515657,477528,30338,1845647,1786368,1421166,1421166
113905,2007,4539961,3854936,378580,42874,2050077,1993847,1490174,1490174
113905,2008,4978644,4049530,577724,74293,2497775,2438491,1252269,1252269
113905,2009,4773861,3958151,396311,38115,2279000,2211249,1436034,1436034
113905,2010,4511401,3543673,623834,36860,1798209,1782059,1479498,1479498
113905,2011,5298896,4415459,487983,22368,2291147,2274692,1477467,1477467
113905,2012,5499986,4192279,682158,32921,2422232,2372477,1459855,1459855
113905,2013,7091759,4062357,624464,26704,2357851,2280146,1465620,1465620
113905,2014,5619614,4514055,665471,64135,2637882,2603747,1536850,1536850
113905,2015,6376326,5146174,626738,52604,2992793,2818303,1575422,1575422
113905,2016,6111511,5018172,621338,73646,2890689,2845908,1518244,1518244
113905,2017,5380529,4625172,370034,88223,2640795,2624410,1574054,1574054
113905,2018,5911376,5074980,356753,98266,3083860,2959832,1577202,1577202
113905,2019,5281831,4476874,334499,74964,2475338,2449106,1586924,1586924
113906,2005,3679532,3184130,462734,139036,1780688,1710696,1063295,1063295
113906,2006,3921256,3323705,489988,137214,1827285,1683235,1232745,1232745
113906,2007,4787777,4271432,490411,155639,2174492,2114340,1789633,1789633
113906,2008,4431173,4012543,568497,270681,1989400,1942777,1525180,1525180
113906,2009,5608135,5175061,472507,150418,2682449,2634914,2093992,2093992
113906,2010,5036414,4256848,689318,138125,2075546,1960163,1839149,1839149
113906,2011,5051876,4311361,685264,83813,2351588,2307848,1606231,1606231
113906,2012,4076199,3653437,398386,60624,1935328,1911104,1369886,1369886
113906,2013,3957290,3592367,345654,57434,2004667,1991798,1286357,1286357
113906,2014,4002409,3624507,359430,75304,2145874,2107215,1171572,1171572
113906,2015,3887348,3512844,324925,54300,2100887,2047380,1195370,1195370
113906,2016,3560279,3170511,314808,63101,2021989,1951549,1007565,1007565
113906,2017,3609655,3271946,292705,41866,2076603,2023189,1008553,1008553
113906,2018,3682705,3328396,363071,100621,2030985,1995855,1058930,1058424
113906,2019,3711119,3334186,400085,121972,1919435,1907409,1088414,1088370
114901,2005,27587616,21372333,4115960,88496,10584698,9992767,9368529,9368529
114901,2006,31412912,23915350,5587827,572102,12328178,11784491,9566605,9566605
114901,2007,33550245,26555632,4542684,271713,14066901,13147482,9899573,9899573
114901,2008,33759037,26751183,4868667,390684,16255827,15728730,9052676,9052676
114901,2009,39724703,32594084,4726336,105984,16681371,16082993,13711789,13711789
114901,2010,36039119,27250796,7241350,185676,14091407,13937369,11575705,11575705
114901,2011,41803899,30016269,6964085,177688,17197293,16986004,11265036,11265036
114901,2012,40860252,29379351,6035578,540155,14512504,14031421,13282056,13282056
114901,2013,42602635,33190168,5288266,388989,14043280,13941511,17070905,17070905
114901,2014,47061698,31437417,4679978,392133,12011579,11414514,17817382,17817382
114901,2015,47302502,34919775,5458938,399127,13319442,12894699,19423565,19423565
114901,2016,44083353,32633863,5135819,366708,10450563,9901825,19635833,19635833
114901,2017,41275138,31031174,5191386,483562,9684361,9500809,18616873,18616873
114901,2018,97317576,34558304,5064441,811396,11959271,11870228,18455847,18455847
114901,2019,54678525,43258523,5155972,594609,13540009,12762135,26511743,26511743
114902,2005,7281066,6713301,315445,0,2982638,2890821,3009767,3009767
114902,2006,6832558,6280032,312505,0,2671036,2583294,3234298,3234298
114902,2007,8273639,7380234,325884,0,3311767,3204701,3578000,3578000
114902,2008,8731557,7376393,334794,0,3663287,3555542,3185358,3185358
114902,2009,8605706,7287279,334749,0,2744500,2632323,4178990,4178990
114902,2010,8764109,6933449,654223,0,2953467,2908200,3568400,3568400
114902,2011,8807008,6672795,964724,0,2289296,2258442,3997360,3997360
114902,2012,9932842,8333106,1397236,931188,2599354,2597192,4223154,4223154
114902,2013,9300691,7621224,325839,0,2160954,2154808,5048093,5048093
114902,2014,8970162,7261278,284448,1940,2328016,2226923,4525168,4525168
114902,2015,19720542,8622627,308038,658,2962963,2864893,5350081,5350081
114902,2016,12961773,7439557,295647,0,3343123,3147619,3888421,3888421
114902,2017,11059907,7764166,1391480,35733,4281726,4231030,3039777,3039777
114902,2018,12816869,9265269,1577207,6674,5242489,5163675,3533895,3533895
114902,2019,14696428,10472952,1592505,8277,5618919,5550069,4235479,4235479
114904,2005,5395011,4867752,273820,5143,970171,907149,3531263,3531263
114904,2006,6783035,5774593,292393,5458,938365,868969,4222641,4222641
114904,2007,7731665,6702149,278933,8275,1462910,1382924,4737248,4737248
114904,2008,7844411,6824634,278052,12664,1999994,1923258,4167863,4167863
114904,2009,7509640,6477828,281763,11848,1181981,1102529,4979925,4979925
114904,2010,8632045,7441748,511099,20174,248034,223329,6844422,6844422
114904,2011,8527457,7152720,642667,12917,2076318,2049963,3899752,3899752
114904,2012,8027414,7028338,236608,8537,577317,511217,6150679,6150679
114904,2013,12277547,8718678,265020,13688,636656,592885,6857735,6857735
114904,2014,11551775,7756892,281119,10415,2352887,2240866,4219609,4219609
114904,2015,11762859,7875203,246221,12697,719217,716678,5936119,5936119
114904,2016,22802209,9886612,259606,14748,2916588,2866419,3809001,3809001
114904,2017,10440678,7753057,277195,3040,3636863,3625159,3078796,3078796
114904,2018,11771340,9066097,262778,0,3440182,3437983,4497017,4497017
114904,2019,13075431,10075010,279359,0,2924109,2783496,6318616,6318616
115901,2005,5785668,4749572,837819,237290,2408915,2312561,1106365,1106365
115901,2006,6300076,5107586,955329,215555,2867340,2579669,1521392,1521392
115901,2007,7074769,6045991,913021,238564,4003041,3830695,1345144,1345144
115901,2008,8216803,7283608,911057,253002,5157923,5046502,1351012,1351012
115901,2009,8084075,7096914,929207,265756,5333124,5170581,1311299,1311299
115901,2010,7563289,6406704,1248605,327627,4232233,4153733,1505649,1505649
115901,2011,8966916,7492087,1548008,341091,5434814,5380070,1508210,1508210
115901,2012,6743461,5645927,1148786,339903,3456504,3386722,1553645,1553645
115901,2013,6101041,5218879,950800,344170,3026710,2952595,1639877,1639877
115901,2014,6353988,5605705,940566,352411,3180950,3117805,1823962,1823962
115901,2015,7240773,5163792,866684,337530,2698413,2656933,1882339,1882339
115901,2016,6061534,5356558,898834,374379,2656915,2656565,2031159,2031159
115901,2017,5909998,5214725,809268,311747,2308238,2276131,2096288,2096288
115901,2018,7255900,6610519,792691,341108,3168584,3168234,2637855,2637855
115901,2019,5969416,5256539,781685,319335,2028670,1903546,2539511,2539511
115902,2005,1696096,1447226,193074,90717,604450,511842,626542,626542
115902,2006,1858690,1653773,201578,95121,710744,671752,792186,792186
115902,2007,1865993,1728411,87558,60052,851055,841278,800960,800960
115902,2008,2160582,1919535,197133,59921,982951,922312,648090,648090
115902,2009,1982511,1657514,282711,58482,790916,741163,654537,654537
115902,2010,1999931,1715179,257437,73373,731976,699500,823194,823194
115902,2011,1672536,1579222,108034,23758,677760,673000,795980,795980
115902,2012,1918889,1732468,194283,22852,673332,667816,793070,793070
115902,2013,2003922,1891929,236675,142020,625061,617576,842620,842620
115902,2014,1795421,1715634,116092,56114,685629,682739,889354,889354
115902,2015,1848218,1737189,141909,72378,671023,652110,910140,910140
115902,2016,2404513,2236799,210489,81963,607288,584333,985833,985833
115902,2017,2051027,1894377,238763,96208,565668,562576,1145119,1145119
115902,2018,2645366,2488343,240841,98233,545393,545393,1492282,1492282
115902,2019,2781139,2684440,198171,129872,276747,263363,1922357,1922357
115903,2005,1801373,1616098,245501,78251,739558,721720,631016,631016
115903,2006,1814325,1630004,208634,66786,778867,736394,686676,686676
115903,2007,1855693,1622622,176748,51444,836634,731388,652082,652082
115903,2008,1738323,1565992,192908,55459,776965,749044,589494,589494
115903,2009,1618763,1429244,246773,123756,677594,615288,539780,539780
115903,2010,1839417,1553264,365583,105253,746932,730393,587361,587361
115903,2011,1817558,1538174,347633,104290,711358,694966,578677,578677
115903,2012,1753117,1478145,348824,89651,705851,696002,567965,567965
115903,2013,1722716,1478145,324664,85839,701254,700482,576928,576928
115903,2014,1751296,1680964,103824,39562,841065,837604,632801,632801
115903,2015,1771704,1716850,107584,53539,869190,869190,649608,649608
115903,2016,2234504,2132393,160874,59614,984440,984440,663648,663648
115903,2017,1779464,1681419,152832,55598,837325,836625,615296,615296
115903,2018,1958568,1854618,152940,49651,846226,846226,644632,644632
115903,2019,1912493,1854199,109561,52092,832929,832929,690239,690239
116801,2005,1933458,1629792,143265,0,1729773,1621107,0,0
116801,2006,2217334,1845650,169965,0,1960553,1815025,0,0
116801,2007,3270169,2828888,259924,16074,2884697,2766208,0,0
116801,2008,3929310,3276037,337586,0,3401058,3255853,0,0
116801,2009,4604089,3862962,393497,0,3982782,3835481,0,0
116801,2010,4584681,3622478,821617,95686,3560247,3481398,0,0
116801,2011,4825606,3936719,626732,0,3957472,3856846,0,0
116801,2012,4836737,3986700,569909,17124,4060732,3855425,0,0
116801,2013,5171208,4471275,552240,0,4341137,4313308,0,0
116801,2014,5634258,4936928,541201,0,4817985,4770103,0,0
116901,2005,18615225,8317641,349354,0,5327215,5100409,2598627,2598627
116901,2006,11102304,8910713,374290,0,5203297,5009356,3116378,3116378
116901,2007,18373910,9501196,381500,0,5500094,5294806,3273695,3273695
116901,2008,13433220,10206674,416872,0,6483787,6275969,3055583,3055583
116901,2009,14309132,10714290,461290,0,6503105,6294993,3645553,3645553
116901,2010,17400451,10319987,985029,0,6144130,6074399,3556188,3556188
116901,2011,15065444,11060293,944370,0,6756779,6677517,3712689,3712689
116901,2012,14723798,10709110,748945,0,6492585,6290514,3781354,3781354
116901,2013,14566275,10910862,601121,0,6444095,6432444,3784169,3784169
116901,2014,15365699,11582552,649366,0,7203674,7116507,3712600,3712600
116901,2015,32944423,12449394,586942,0,7790170,7693175,3856613,3856613
116901,2016,26898527,14966134,628657,0,8770543,8653458,3894563,3894563
116901,2017,24585306,13804260,643322,27689,8929529,8727265,4093112,4093112
116901,2018,18846371,15075522,713639,69404,9287262,9173839,4734750,4734750
116901,2019,21510444,17369513,1025095,334236,10061033,9823626,6075086,6075086
116902,2005,4408586,3857645,251557,4172,2910115,2836830,800511,800511
116902,2006,4430981,3894606,275612,3186,2874581,2796298,826965,826965
116902,2007,4746345,4130347,251035,0,3004400,2927571,906644,906644
116902,2008,5467508,4371442,262016,2121,3463202,3384982,699091,699091
116902,2009,5358178,4239841,421831,2499,3337760,3217062,766601,766601
116902,2010,5764582,4496216,413335,2448,3341950,3217097,785225,785225
116902,2011,5854484,4624118,443051,2172,3491139,3405231,889699,889699
116902,2012,5834619,4237509,950537,0,3128182,3118801,895440,895440
116902,2013,5588202,4506861,347586,1101,3477912,3365426,931987,931987
116902,2014,5621956,4586122,297368,1341,3449986,3403303,955937,955937
116902,2015,13614762,4842560,303920,4948,3511146,3393477,989277,989277
116902,2016,6737362,5624957,376583,11196,4063849,3991539,961897,961897
116902,2017,6554088,5439459,441103,38654,4105215,4068942,1069516,1069516
116902,2018,6593339,5513875,418339,14254,4018242,3979652,1190055,1190055
116902,2019,7208692,6080873,547950,124106,4299117,4244780,1294699,1294699
116903,2005,18248995,11914579,3516926,39750,7111777,6062637,5266329,5266329
116903,2006,17939466,11739390,3485638,43544,6434848,5451104,5460484,5460484
116903,2007,18260728,12004278,3450868,30818,6223325,5894528,5207181,5207181
116903,2008,32732133,11733857,3744433,0,6605033,6342275,4704739,4704739
116903,2009,18977346,11955315,3573532,32519,6150784,5833783,4904266,4904266
116903,2010,20004624,11599953,5888042,774504,5824804,5586618,4658064,4658064
116903,2011,19849244,13046269,4620137,1023585,6287779,6184311,5063174,5063174
116903,2012,21408944,12307259,3323859,1449,6717143,6645427,5135337,5135337
116903,2013,18490277,12354184,2771052,1700,7101692,6866290,4954263,4954263
116903,2014,19250173,12983227,2817232,1700,7206239,6972435,5055859,5055859
116903,2015,29592539,13574774,2852092,49138,7627748,7496451,4762058,4762058
116903,2016,24847589,18609002,3156482,221262,8683271,8509559,4500645,4500645
116903,2017,30584986,14339655,3140172,161290,8940906,8755625,4729409,4729409
116903,2018,24435478,14010776,3202834,181050,8348486,8100026,5059217,5059217
116903,2019,21249017,14273429,4000669,205863,8246340,8163261,5445636,5445636
116905,2005,39091526,29076301,5625825,108764,13430643,12056405,15290834,15290834
116905,2006,42830705,31597537,7144112,524696,13092060,11704338,16611182,16611182
116905,2007,67498564,32782179,7553358,153125,15621431,14242431,16123724,16123724
116905,2008,43029249,32442855,6197626,184896,18355008,16968379,12974632,12974632
116905,2009,42264656,31401009,6345538,253448,16104103,14687079,14714876,14714876
116905,2010,46350974,34161359,10094962,2013174,15617883,14752795,15381330,15381330
116905,2011,52272608,38344993,9947274,1961234,15483169,14623312,16313447,16313447
116905,2012,44448424,32147181,8602730,604684,14267053,13023144,16447099,16447099
116905,2013,45758945,34099472,9080488,726709,14224838,13945061,17401355,17401355
116905,2014,46413057,35179403,8710688,761356,15315929,15109110,16487712,16487712
116905,2015,54391920,38455727,9178388,563691,17966231,17005949,18255945,18255945
116905,2016,58948915,42086350,10008801,400072,20931101,20390983,18435307,18435307
116905,2017,57696771,42328946,8892002,841268,19719548,18956184,20006898,20006898
116905,2018,62084470,46406126,9517089,1128353,21180288,20706678,21655256,21655256
116905,2019,65042566,47778556,9982147,1088299,21864319,20206610,23741557,23741557
116906,2005,7579565,6010102,220863,0,4081629,3896732,1665579,1665579
116906,2006,10450636,6719146,255288,0,4226475,4089289,1972837,1972837
116906,2007,9007370,7417676,264417,0,4631074,4484788,2269902,2269902
116906,2008,9436545,7655493,312372,0,5198082,5063335,2038616,2038616
116906,2009,9768289,7769462,332685,0,5168659,5030825,2255194,2255194
116906,2010,9953782,7660050,777912,0,4763987,4709228,2492561,2492561
116906,2011,10029810,7840998,630043,0,5019544,4961699,2239798,2239798
116906,2012,10591024,8402952,568279,0,5747060,5662399,2209258,2209258
116906,2013,13315711,7682409,407210,0,5145308,5125924,2168090,2168090
116906,2014,10148204,8073568,386645,0,5617455,5511393,2130957,2130957
116906,2015,16360089,8942005,429680,16920,6334921,6254522,2209790,2209790
116906,2016,11002023,8755894,519138,79002,6217927,6115755,2147532,2147532
116906,2017,11338608,9261870,570817,132358,5766709,5671356,2297016,2297016
116906,2018,11972154,9859620,778535,318527,6554509,6475632,2492440,2492440
116906,2019,12675422,10501351,744790,288484,6751304,6653981,2701908,2701908
116908,2005,20309132,15260567,2150167,17127,8277224,7736938,6051900,6051900
116908,2006,22413081,16643042,2661230,15423,9587175,8972794,6626008,6626008
116908,2007,33467425,18032997,2505542,14018,10884163,10218045,6933220,6933220
116908,2008,24283703,18484768,2408731,0,12292673,11275841,5899405,5899405
116908,2009,23622238,18095409,2424276,0,11072131,10357336,6672626,6672626
116908,2010,26024611,19360518,4128021,0,10299606,9972103,7015329,7015329
116908,2011,38388216,18232830,3420547,0,10485973,10061461,7125444,7125444
116908,2012,23304880,17798930,2856303,0,10359679,9984053,6996833,6996833
116908,2013,23263150,18123658,2881980,198124,10285152,10071935,7027434,7027434
116908,2014,24684881,19638672,2807000,312702,11627177,11374529,7035110,7035110
116908,2015,26294324,20077567,3999220,229192,11725915,11547529,7209247,7209247
116908,2016,28530616,21916843,4400756,418023,12972747,12676598,7098859,7098859
116908,2017,32936446,22110487,4718838,636020,13411559,13144934,7289457,7289457
116908,2018,40344803,24364725,4638733,436226,14175850,13906186,8980987,8980987
116908,2019,32582599,25684996,5064278,736274,13881320,13739806,10003486,10003486
116909,2005,5291786,4291463,342848,0,3457238,3326693,894080,894080
116909,2006,5731476,4652878,390180,337,3556155,3455892,964187,964187
116909,2007,6064058,4907061,446544,0,3585587,3450269,968111,968111
116909,2008,11456392,10291403,539044,1156,4173743,4079865,867624,867624
116909,2009,6611647,5320314,568627,0,4168146,4040801,1010325,1010325
116909,2010,11502819,8435141,955493,15632,4008584,3964430,1042414,1042414
116909,2011,9850487,8373795,850738,26850,4135912,4056263,1077679,1077679
116909,2012,8518459,5348927,737807,48444,3735414,3695454,1072794,1072794
116909,2013,6501314,5351625,615870,98384,4013492,3922769,1086628,1086628
116909,2014,7122447,5883758,681431,130160,4440971,4367566,1140950,1140950
116909,2015,7546187,6408643,699943,160268,4592115,4569910,1152946,1152946
116909,2016,11887563,6732773,741326,113241,5283465,5179879,1134620,1134620
116909,2017,8304572,7101577,701773,155118,5422913,5381433,1237092,1237092
116909,2018,8523118,7154311,685521,136348,5328601,5234180,1386854,1386854
116909,2019,9018429,7631520,906966,321002,5503576,5403069,1416780,1416780
116910,2005,3138232,2715970,168059,0,1694809,1618524,661558,661558
116910,2006,3269631,2839301,172954,0,1885812,1816895,730240,730240
116910,2007,3319278,2864437,199749,0,1943510,1877229,766450,766450
116910,2008,3708540,3269215,198357,820,2566479,2475115,642310,642310
116910,2009,4044638,3382242,208588,0,2578603,2439057,721190,721190
116910,2010,3989009,3453535,368574,0,2235906,2201901,761964,761964
116910,2011,4114985,3530506,378671,0,2604983,2568122,780672,780672
116910,2012,3584407,3074369,324671,0,2169429,2149151,784852,784852
116910,2013,3814146,3207733,356906,0,2238877,2164704,876625,876625
116910,2014,3804651,3345149,256930,0,2339414,2297562,844549,844549
116910,2015,4069756,3619210,250886,4504,2465832,2434681,865717,865717
116910,2016,4218686,3800856,260057,14413,2617172,2590227,810749,810749
116910,2017,3973838,3600483,296702,40580,2490736,2477798,895332,895332
116910,2018,3966147,3593305,326391,33141,2418748,2404085,945618,945618
116910,2019,4170154,3710366,447862,160096,2379435,2272370,1042720,1042720
116915,2005,4611659,4035588,228477,0,2832589,2711890,1037999,1037999
116915,2006,5016459,4442219,267852,0,3006206,2921133,1113306,1113306
116915,2007,5310766,4732596,266787,0,3290488,3201255,1208013,1208013
116915,2008,5398898,4708916,319015,0,3510385,3416463,1003554,1003554
116915,2009,6342187,4704086,329870,0,3438533,3340329,1115342,1115342
116915,2010,6534961,4875692,593049,0,3364078,3326697,1321828,1321828
116915,2011,6823530,5270431,547034,0,3463816,3424718,1240581,1240581
116915,2012,5976540,4505955,491679,0,3137790,3087543,1220066,1220066
116915,2013,6801896,5348166,385713,0,3625149,3563986,1308688,1308688
116915,2014,6745578,5285468,398347,0,3792275,3737605,1312059,1312059
116915,2015,6786610,5318634,422457,2821,3741469,3704731,1362128,1362128
116915,2016,17300094,5740859,428838,11098,4170783,4092815,1368116,1368116
116915,2017,13756221,6264338,501196,36231,4468333,4429112,1498261,1498261
116915,2018,8560375,6862399,467827,32732,4808563,4757551,1713621,1713621
116915,2019,9380991,7839502,533372,83803,5158108,5104291,2075191,2075191
116916,2005,4907630,3940445,326661,0,3723386,3595680,168923,168923
116916,2006,12304164,4222534,299264,0,3597588,3467338,196299,196299
116916,2007,5170142,4148177,258544,0,3713119,3585681,207220,207220
116916,2008,7304836,6283257,257478,0,4284130,4202603,179903,179903
116916,2009,5811585,4694230,276077,0,4451455,4296195,185956,185956
116916,2010,6418535,5029167,660217,0,4303112,4263347,200820,200820
116916,2011,6679821,5316122,632561,0,4823376,4788757,191282,191282
116916,2012,5303392,4143551,387735,0,3780893,3724424,184554,184554
116916,2013,5557888,4529041,289497,0,4142072,4118087,183424,183424
116916,2014,6179712,5151466,268199,0,4519686,4478607,179427,179427
116916,2015,10211834,4749226,244353,2944,4395660,4338230,184253,184253
116916,2016,6082296,5082685,307110,9043,4729010,4655762,174462,174462
116916,2017,6570556,5436367,323061,17872,4988478,4941945,172398,172398
116916,2018,6833013,5727149,360418,43385,5239798,5189154,203703,203703
116916,2019,8778478,6200869,1727674,116299,5792208,5556802,209461,209461
117901,2005,21877652,16446366,3379817,8410,9574162,9232265,6246240,6246240
117901,2006,23690469,17121370,4313034,6410,10013045,9665008,6346678,6346678
117901,2007,26413139,18662859,3678417,6420,11765844,11367015,6145679,6145679
117901,2008,27447979,18601473,3632858,6996,12878412,12500745,4876092,4876092
117901,2009,26106825,17567918,3516995,8036,11735390,11336189,5232571,5232571
117901,2010,29532104,17584312,7213446,8577,11553428,11411923,5331546,5331546
117901,2011,28463298,17936612,6040254,13115,11331019,11210049,5386192,5386192
117901,2012,27441622,18448487,4196581,15256,11760467,11541191,5581932,5581932
117901,2013,38061310,19535340,4057831,16713,12670910,12392367,5867558,5867558
117901,2014,36392525,20355279,3824116,17525,13461249,13036990,6192641,6192641
117901,2015,38206649,20241352,3790316,18544,12838899,12595440,6246781,6246781
117901,2016,32642021,24364275,3749698,17342,13986698,13771997,7476008,7476008
117901,2017,42329506,25498987,3654024,134477,12791199,12640193,10466419,10466419
117901,2018,32994372,23256333,4039638,162396,13867920,13637362,6907953,6907953
117901,2019,32354377,22009051,4554207,349816,13685221,13471934,6294465,6294465
117903,2005,7747993,5680018,568336,0,3648995,3522153,1773926,1773926
117903,2006,8001139,5989950,632785,0,3753656,3638056,1853500,1853500
117903,2007,8670013,6745643,587590,0,4414141,4284320,1808097,1808097
117903,2008,9032002,7023544,588258,0,4747723,4621380,1481253,1481253
117903,2009,8793507,6743564,639474,0,4766605,4641844,1613747,1613747
117903,2010,9006798,6643114,1069343,0,4678773,4629743,1506992,1506992
117903,2011,7982084,6537152,844691,54187,4575778,4530892,1531360,1531360
117903,2012,8137507,6394654,1313703,137514,4380951,4361272,1486441,1486441
117903,2013,7307295,6243866,576645,75917,4324277,4293390,1529914,1529914
117903,2014,7664860,6597741,584863,44411,4701129,4671128,1546149,1546149
117903,2015,8113809,6887672,622937,89469,4818877,4812249,1544778,1544778
117903,2016,8036853,6714146,536461,54084,4761500,4738269,1400033,1400033
117903,2017,7605281,6247607,517302,10027,4677992,4614407,1249889,1249889
117903,2018,8776853,7383685,530606,40172,5449147,5376175,1321434,1321434
117903,2019,8854934,7575761,658757,178577,5510468,5472025,1464158,1464158
117904,2005,7995305,6228720,546881,0,504591,421410,5112258,5112258
117904,2006,7968275,6281544,531446,0,451381,367439,5122903,5122903
117904,2007,9335095,7650066,570162,35303,1002822,935193,5695683,5695683
117904,2008,9635294,7941728,505614,0,1364271,1299503,5660874,5660874
117904,2009,11009677,9224218,506126,0,2667550,2604207,4158154,4158154
117904,2010,11806659,9727105,871786,0,2996093,2977380,4289593,4289593
117904,2011,12128004,10145497,728530,38226,2209876,2190440,5047053,5047053
117904,2012,11952912,9970011,669491,61277,1545873,1526767,5706567,5706567
117904,2013,10788650,9802130,537851,92199,1719952,1641628,5911249,5911249
117904,2014,14611427,9446838,496120,48712,959868,891575,5660146,5660146
117904,2015,15573733,10406447,466888,34523,2334419,2296087,5161228,5161228
117904,2016,15430278,10105178,496115,85002,2234012,2137754,5024070,5024070
117904,2017,15167928,11105203,516002,70119,2290485,2265621,6151945,6151945
117904,2018,11396376,7379780,556589,118442,423556,365851,5961314,5961314
117904,2019,13040920,8384007,624093,146791,573262,476513,7090802,7090802
117907,2005,799622,658979,85620,0,277029,266078,339094,339094
117907,2006,800103,668029,82919,0,313408,296916,316013,316013
117907,2007,887346,755626,78612,0,293791,286035,394536,394536
117907,2008,895590,758707,69473,0,363774,357941,329742,329742
117907,2009,1169579,1027238,76979,0,465718,456849,517062,517062
117907,2010,1171472,979633,133807,0,324678,321401,563472,563472
117907,2011,963520,765137,127231,0,269687,265448,459172,459172
117907,2012,1258911,1084150,98902,0,335819,324337,629542,629542
117907,2013,1117823,908094,82937,0,267817,214210,652409,652409
117907,2014,1055189,881282,83584,0,270683,255436,560160,560160
117907,2015,1155068,1006569,76486,0,388383,387733,550185,550185
117907,2016,1398471,1217870,74374,0,654989,632670,532735,532735
117907,2017,1330144,1206340,52342,0,753688,752462,390224,390224
117907,2018,1460785,1300254,61799,0,877135,862592,389122,389122
117907,2019,1584386,1419682,66893,0,923559,918404,443048,443048
118902,2005,4290111,3956097,189655,6347,296232,252245,3247240,3247240
118902,2006,5123278,4721249,253341,0,269124,229611,3818352,3818352
118902,2007,5688310,5276430,224699,0,777871,721585,3968386,3968386
118902,2008,6895341,5100272,198281,5600,1329553,1237565,3327902,3327902
118902,2009,6905578,4671819,225543,0,910121,834566,3494976,3494976
118902,2010,6763182,4535582,418888,0,1240485,1203482,2992524,2992524
118902,2011,7026096,4610282,341137,0,549363,512228,3762548,3762548
118902,2012,6585572,4187914,230519,0,803687,778930,3099997,3099997
118902,2013,7298665,4487093,193399,0,277932,249660,4007633,4007633
118902,2014,8240528,5050838,179180,0,216790,192760,4188462,4188462
118902,2015,10295769,6210195,173282,13440,210060,184108,5741486,5741486
118902,2016,8442792,4548401,168538,9857,486061,430302,3832420,3832420
118902,2017,4994755,4149793,118321,0,973550,963751,2537664,2537664
118902,2018,4227858,3932365,129164,0,469338,415681,3097808,3097808
118902,2019,5014487,4761268,109340,0,190746,188386,3948085,3948085
119901,2005,2450802,2131546,210671,14044,912969,886309,1108589,1108589
119901,2006,2683511,2343441,230511,12071,847476,819514,1332904,1332904
119901,2007,2846726,2472838,250581,9416,860726,824983,1397687,1397687
119901,2008,2694267,2339532,228019,11597,957653,915496,1109812,1109812
119901,2009,2607139,2254904,215077,7401,473120,442342,1606771,1606771
119901,2010,2584389,2151869,346430,7583,32208,26041,1982157,1982157
119901,2011,3243558,2855545,304547,7401,1035071,1029686,1063323,1063323
119901,2012,3643994,2557335,279196,2802,495588,494071,1448567,1448567
119901,2013,4107169,3053117,212954,11056,739533,738712,1706998,1706998
119901,2014,5163647,3221314,185786,2594,663140,635503,2081700,2081700
119901,2015,4983829,3345273,186666,6282,401828,327060,1983954,1983954
119901,2016,4717658,3275683,209011,3826,635786,628390,1677961,1677961
119901,2017,4625527,3351613,241125,42015,933852,923531,1436517,1436517
119901,2018,4628842,3486862,275472,73621,1008131,996185,1433481,1433481
119901,2019,15804024,3363623,320524,74458,824112,776497,1722173,1722173
119902,2005,8279015,7580266,466846,34516,3104786,2979404,4102673,4102673
119902,2006,10073862,9199571,457351,5778,2636988,2504309,6067155,6067155
