District_Id,Year,Regular_All_Funds,Regular_General_Funds,Gifted_Talented_All_Funds,Gifted_Talented_General_Funds,Career_Technology_All_Funds,Career_Technology_General_Funds,Students_With_Disabilities_All_Funds,Students_With_Disabilities_General_Funds,Compensatory_Education_All_Funds,Compensatory_Education_General_Funds,Bilingual_All_Funds,Bilingual_General_Funds,Athletics_Related_Activities_All_Funds,Athletics_Related_Activities_General_Funds,High_School_Allotment_All_Funds,High_School_Allotment_General_Funds,Pre_K_Regular_All_Funds,Pre_K_Regular_General_Funds,Pre_K_Bilingual_All_Funds,Pre_K_Bilingual_General_Funds,Pre_K_Comp_Ed_All_Funds,Pre_K_Comp_Ed_General_Funds,Pre_K_Total_All_Funds,Pre_K_Total_General_Funds,Total_Program_Expenditures_All_Funds,Total_Program_Expenditures_General_Funds
220802,2015,5543700,5496707,0,0,0,0,325980,179528,312562,206068,20500,20500,0,0,0,0,0,0,0,0,0,0,0,0,8570502,7981375
220802,2016,6008877,5831564,0,0,0,0,355286,191218,311417,221076,14157,14157,0,0,0,0,0,0,0,0,0,0,0,0,9360478,8656814
220802,2017,6314134,6252654,0,0,1736,1736,375869,195912,353743,221302,16487,16487,0,0,0,0,0,0,0,0,0,0,0,0,9855545,9139598
220802,2018,6616311,6528001,0,0,33963,33963,398513,213562,375941,256322,23391,23391,0,0,6669,6669,0,0,0,0,0,0,0,0,10530400,9689751
220802,2019,6896130,6691791,0,0,26282,26282,470049,255496,410031,278779,35837,35837,0,0,1250,1250,0,0,0,0,0,0,0,0,11098487,10068076
220803,2005,254144,249977,0,0,100187,100187,46990,46435,122167,68051,9662,9662,0,0,0,0,0,0,0,0,0,0,0,0,904234,756242
220803,2006,108883,108883,0,0,151773,151773,59318,59318,91752,44084,34320,34320,0,0,0,0,0,0,0,0,0,0,0,0,809846,670779
220804,2005,1944305,1830871,0,0,274371,274371,281892,261009,467487,287238,51705,50967,548,548,0,0,0,0,0,0,0,0,0,0,4165348,3771846
220804,2006,1571773,1446414,0,0,78328,73032,300705,260707,519198,257710,59120,56666,0,0,0,0,0,0,0,0,0,0,0,0,4627147,4062749
220804,2007,1173393,1163969,0,0,147009,140906,351159,349078,807943,263499,128768,128119,0,0,0,0,0,0,0,0,0,0,0,0,4865418,4205420
220804,2008,1931737,1922669,0,0,168961,166395,429877,429877,967789,312456,239052,239052,0,0,0,0,0,0,0,0,0,0,0,0,5075122,4308453
220804,2009,1790975,1728151,0,0,143846,143846,502763,502640,1134935,521946,139088,138959,4774,4774,0,0,0,0,0,0,0,0,0,0,5766216,4949729
220804,2010,1735562,1724295,0,0,120184,120184,544455,544383,1164581,454275,223932,223932,8820,4605,103999,103999,0,0,0,0,0,0,0,0,5930860,4997121
220804,2011,1432917,1421220,0,0,146152,146152,713275,713275,1082119,396663,310946,310946,12667,9459,98864,98864,0,0,0,0,0,0,0,0,5531055,4708787
220804,2012,1497416,1372425,0,0,178566,178566,716393,716393,1103446,529780,284391,284391,16140,9214,74450,74450,0,0,0,0,0,0,0,0,5880389,5020889
220804,2013,1241872,1206377,0,0,159816,159816,581535,581535,782830,366488,252699,252699,5679,4069,135296,135296,0,0,0,0,0,0,0,0,4793783,4171104
220806,2005,247973,191461,0,0,119163,119163,124601,94394,134856,134856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728913,1490313
220806,2006,943710,587379,0,0,130289,130289,79707,12700,118100,24706,0,0,44190,21544,0,0,0,0,0,0,0,0,0,0,2136490,1358914
220806,2007,294760,216284,0,0,48297,48297,82478,51330,95916,40803,0,0,308,308,0,0,0,0,0,0,0,0,0,0,1655176,1489489
220807,2005,368387,347443,0,0,0,0,82947,61531,67523,30552,1002,787,0,0,0,0,0,0,0,0,0,0,0,0,850991,713159
220807,2006,365002,348821,0,0,0,0,79550,58246,135794,42408,7326,4978,42,42,0,0,0,0,0,0,0,0,0,0,927408,756714
220808,2005,1017074,966000,0,0,29139,29139,38446,5435,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069682,1840591
220808,2006,975869,923482,0,0,32367,32367,49519,0,29150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061437,1746328
220808,2007,1110808,1078432,626,626,0,0,128508,87181,95731,41199,0,0,2969,2969,0,0,0,0,0,0,0,0,0,0,2719335,2436352
220808,2008,1094591,1050814,0,0,0,0,122629,50071,295857,135566,0,0,4500,2000,0,0,0,0,0,0,0,0,0,0,2976171,2526356
220808,2009,1082268,1011628,0,0,0,0,101541,58735,238961,159641,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,2253712,1881591
220808,2010,1237008,1171789,0,0,0,0,267984,147463,311770,156205,438,438,131,131,6459,6459,0,0,0,0,0,0,0,0,2790144,2256065
220809,2005,957484,953656,3375,3375,0,0,99137,58535,71585,31072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976156,1799639
220809,2006,982060,979292,4222,4222,0,0,123920,79740,90495,34597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068940,1854950
220809,2007,1097382,1055971,5160,5160,0,0,101198,58652,86832,35584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172164,1917666
220809,2008,1296118,1255857,5092,5092,0,0,116784,72839,78174,38834,164,164,0,0,0,0,0,0,0,0,0,0,0,0,2234398,1969798
220809,2009,1466010,1420785,5121,5121,0,0,137558,94346,73290,36104,428,428,0,0,0,0,0,0,0,0,0,0,0,0,2485994,2249129
220809,2010,1688460,1622788,6479,6479,0,0,208932,92036,100932,54422,1511,1511,0,0,45010,45010,0,0,0,0,0,0,0,0,3137935,2789066
220809,2011,2004280,1936296,9783,9783,0,0,135531,80856,78822,48826,1100,1100,0,0,44966,44966,0,0,0,0,0,0,0,0,3457803,3147618
220809,2012,2059945,1957665,10868,10149,0,0,128792,72344,94418,56136,1579,1579,0,0,58657,58657,0,0,0,0,0,0,0,0,3568229,3230445
220809,2013,2161571,2158677,11234,11234,0,0,118986,60286,98817,56471,628,628,0,0,58275,58275,0,0,0,0,0,0,0,0,3719031,3481982
220809,2014,2463734,2373349,10287,10287,0,0,128784,72843,112142,78371,349,349,0,0,62344,62344,0,0,0,0,0,0,0,0,4035183,3710589
220809,2015,2445712,2407883,13012,13012,0,0,138638,80460,112645,72471,98,98,0,0,59925,59925,0,0,0,0,0,0,0,0,4071576,3788657
220809,2016,2637446,2604978,9101,9101,0,0,138604,78752,101789,66590,71,71,0,0,59178,59178,0,0,0,0,0,0,0,0,4285057,4002204
220809,2017,3035619,2982232,11741,11741,0,0,144727,84028,143211,107390,1076,1076,0,0,41067,41067,0,0,0,0,0,0,0,0,4822301,4500565
220809,2018,2977496,2933918,14737,14737,0,0,214879,104238,119336,119336,2063,2063,0,0,60410,60410,0,0,0,0,0,0,0,0,4909701,4592109
220809,2019,3139351,3025249,13819,13819,0,0,210778,149689,104277,97569,2015,2015,0,0,62225,62225,0,0,0,0,0,0,0,0,5061369,4879470
220810,2005,1423495,1332672,0,0,0,0,69354,50092,0,0,0,0,34944,34944,0,0,0,0,0,0,0,0,0,0,1877394,1612197
220810,2006,1717804,1709155,0,0,0,0,109437,79985,0,0,0,0,15470,15470,0,0,0,0,0,0,0,0,0,0,2249997,2211896
220810,2007,1899068,1877986,0,0,0,0,135364,101509,0,0,0,0,20249,20249,0,0,0,0,0,0,0,0,0,0,2672698,2615511
220810,2008,2132240,2114217,0,0,0,0,170750,115557,0,0,0,0,15981,15981,0,0,0,0,0,0,0,0,0,0,3305220,3226254
220810,2009,2418509,2382383,0,0,0,0,210633,154498,0,0,0,0,74395,74395,0,0,0,0,0,0,0,0,0,0,3722705,3626094
220810,2010,2875014,2817209,0,0,0,0,276032,139227,64399,0,180,180,81366,81366,0,0,0,0,0,0,0,0,0,0,4138875,3876391
220810,2011,3174645,3018269,0,0,0,0,299841,214531,89238,17102,978,978,62944,62944,0,0,0,0,0,0,0,0,0,0,4752700,4386020
220810,2012,3698771,3398896,0,0,0,0,300959,243760,1126,1126,400,400,67229,67229,40000,40000,0,0,0,0,0,0,0,0,5777600,5271794
220810,2013,3976451,3872460,0,0,0,0,358781,276824,0,0,0,0,83109,83109,0,0,0,0,0,0,0,0,0,0,5734723,5468251
220810,2014,4978319,4794071,0,0,0,0,497978,416471,95,0,1000,1000,103053,103053,0,0,0,0,0,0,0,0,0,0,7143678,6730141
220810,2015,5353026,5118411,0,0,58820,58820,712330,550060,0,0,2255,2255,101696,101696,0,0,0,0,0,0,0,0,0,0,7858756,7274703
220810,2016,6547804,6255533,0,0,0,0,699303,600739,0,0,2559,2559,104745,104745,113281,113281,0,0,0,0,0,0,0,0,9159964,8663307
220810,2017,5730546,5619760,0,0,184968,184968,633887,493735,0,0,2058,2058,219846,219846,93183,93183,0,0,0,0,0,0,0,0,8576330,8130477
220810,2018,5791886,5513048,0,0,310894,310894,723264,606264,0,0,1755,1755,174277,174277,91905,91905,0,0,0,0,0,0,0,0,8854167,8314802
220810,2019,5851684,5657320,0,0,278795,278795,765033,654785,0,0,3091,3091,215230,203556,89598,89598,0,0,0,0,0,0,0,0,8996713,8515103
220811,2005,986,986,0,0,0,0,124130,51845,206868,112354,45103,11105,0,0,0,0,0,0,0,0,0,0,0,0,1610379,701095
220811,2006,35,35,0,0,0,0,104933,54717,362346,182891,85630,26027,0,0,0,0,0,0,0,0,0,0,0,0,1581500,793244
220811,2007,309,309,0,0,0,0,91326,46536,396392,307805,87602,33376,0,0,0,0,0,0,0,0,0,0,0,0,1977997,1301611
220811,2008,300,300,0,0,0,0,133428,85926,839484,748988,101457,47113,0,0,0,0,0,0,0,0,0,0,0,0,2108630,1390077
220811,2009,0,0,0,0,0,0,131493,85581,1056061,956804,280032,257992,0,0,0,0,0,0,0,0,0,0,0,0,2395361,1832152
220811,2010,2364,2364,11151,11151,0,0,165001,95415,1289370,1110600,281839,279653,0,0,0,0,0,0,0,0,0,0,0,0,2690849,2099885
220811,2011,800,0,34095,34095,0,0,122425,74900,1682353,1535922,312681,310101,0,0,0,0,0,0,0,0,0,0,0,0,3442880,2899355
220811,2012,585418,535809,36098,36098,0,0,117815,81310,1194447,1143763,242227,236206,0,0,0,0,0,55541,0,0,0,0,55541,55541,3576186,2972612
220811,2013,2183250,2182450,62628,62628,0,0,151941,150596,694071,633126,93942,93269,0,0,0,0,0,0,0,0,0,0,0,0,4880154,4213242
220811,2014,1763612,1661236,71577,71577,0,0,272805,190987,913692,779180,128581,107530,0,0,0,0,0,0,0,0,0,0,0,0,4573685,3885390
220811,2015,2271176,2193792,1357,1357,0,0,206832,126427,569563,418755,106142,82404,0,0,0,0,0,0,0,0,0,26454,0,0,4618317,3954027
220811,2016,1995534,1869346,0,0,0,0,174554,98392,579034,424334,45272,27771,0,0,0,0,0,169697,0,0,0,0,169697,169697,4367915,3639225
220811,2017,1719908,1647390,750,750,0,0,194823,116439,474790,303571,45161,24580,0,0,0,0,0,245167,0,0,0,0,245167,245167,4168891,3480365
220811,2018,1458095,1387590,3148,3148,0,0,140925,63686,343670,209003,42618,27410,0,0,0,0,0,143750,0,0,0,0,143750,143750,3534876,2948989
220811,2019,1161231,1087075,1808,1808,0,0,126672,61545,324308,172500,76790,64373,0,0,0,0,0,94229,0,0,0,0,94229,94229,2906596,2409032
220812,2005,192851,163902,0,0,20003,19734,58692,35408,78997,40207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881645,661001
220812,2006,274076,221284,0,0,40495,39566,27783,17007,61426,42388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965584,775709
220812,2007,329656,316207,0,0,47958,47958,49731,45021,73082,31213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138458,1067845
220812,2008,622229,551756,0,0,65613,65613,44301,32901,150753,115156,0,0,3084,3084,0,0,0,0,0,0,0,0,0,0,1380269,1253418
220812,2009,651684,592623,0,0,73135,73135,68680,48750,195607,117575,0,0,5332,5332,0,0,0,0,0,0,0,0,0,0,1573971,1415681
220812,2010,573729,547884,0,0,101672,101672,100551,15453,366316,95703,0,0,0,0,18430,18430,0,0,0,0,0,0,0,0,1799385,1403466
220812,2011,500980,451259,0,0,62742,62742,78937,50995,356217,171968,0,0,3185,3185,41065,41065,0,0,0,0,0,0,0,0,1642846,1370676
220812,2012,467032,458405,0,0,65526,65526,83109,83109,285224,117906,0,0,7429,7429,62281,62281,0,0,0,0,0,0,0,0,1549453,1372108
220812,2013,520806,514359,0,0,34248,34248,87475,79046,240777,78221,0,0,3120,3120,60085,60085,0,0,0,0,0,0,0,0,1487978,1310546
220812,2014,703787,703787,0,0,118127,118127,97710,90630,437718,195137,501,501,2942,2942,0,0,0,0,0,0,0,0,0,0,1638405,1388744
220813,2007,708917,706871,14952,14952,7342,-509,70890,32988,207073,70862,9742,9742,0,0,0,0,0,0,0,0,0,0,0,0,2630552,1741392
220813,2008,1211622,1187102,8622,8622,5860,5830,88550,37031,404174,220921,2652,2652,0,0,0,0,0,0,0,0,0,0,0,0,3286551,2573245
220813,2009,3311384,3169353,31561,31561,46648,46648,199949,128789,379910,275888,344,344,0,0,0,0,0,0,0,0,0,0,0,0,7583854,6118156
220813,2010,6343621,6324916,8578,8578,698,698,511241,110481,1178306,358950,9895,9895,0,0,0,0,0,0,0,0,0,0,0,0,13545403,11222993
220813,2011,8432474,8401176,52745,52745,2262,2262,436613,178731,1533771,854323,62743,62743,0,0,0,0,0,0,0,0,0,0,0,0,16586717,14687638
220813,2012,10845769,9908952,78995,78838,0,0,543532,279546,1333421,896310,193993,174528,0,0,0,0,0,0,0,0,0,0,0,0,18793838,15900091
220813,2013,12458317,12171469,152254,72453,34800,34800,1086790,772908,1471390,968624,339144,330748,0,0,0,0,0,0,0,0,0,0,0,0,21817269,19000830
220813,2014,15989049,14413727,87067,87067,369179,369179,1165999,746416,2093284,1697284,453858,416796,0,0,0,0,0,0,0,0,0,0,0,0,28016898,24030022
220814,2008,598783,510642,2672,2672,0,0,18082,7250,5332,2734,340,340,0,0,0,0,0,0,0,0,0,0,0,0,812843,655964
220814,2009,666647,630137,3105,3105,0,0,42228,17603,4242,362,351,351,0,0,0,0,0,0,0,0,0,0,0,0,934179,832075
220814,2010,678502,651803,5362,5362,0,0,68674,23649,5895,0,1564,1564,0,0,0,0,0,0,0,0,0,0,0,0,978764,894367
220814,2011,702968,676109,2040,2040,0,0,43087,24003,5032,2398,500,500,0,0,0,0,0,0,0,0,0,0,0,0,968178,915093
220814,2012,781989,729744,2997,2997,0,0,59373,41502,1924,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,1066831,994674
220814,2013,1540215,1540215,6587,6587,0,0,101278,83521,2751,0,960,960,0,0,0,0,0,0,0,0,0,0,0,0,2367983,2347475
220814,2014,1376847,1333940,7885,7885,2121,2121,81756,51632,42357,20797,908,908,0,0,0,0,0,0,0,0,0,0,0,0,2427890,2322424
220814,2015,1340125,1293594,6630,6630,0,0,99957,76155,67165,54914,1316,1316,0,0,0,0,0,0,0,0,0,0,0,0,2447289,2364705
220814,2016,1340271,1317891,8922,8922,0,0,74166,41177,48299,39094,5949,5949,0,0,0,0,0,0,0,0,0,0,0,0,2425628,2361054
220814,2017,1324728,1313044,9096,9096,0,0,90720,44118,63270,51789,7268,7268,0,0,0,0,0,0,0,0,0,0,0,0,2436820,2367053
220814,2018,1421732,1398388,8867,8867,0,0,104593,54194,54222,45266,10822,10822,0,0,0,0,0,0,0,0,0,0,0,0,2579887,2497188
220814,2019,1603323,1512256,9036,9036,0,0,147873,112168,10718,10718,13317,13317,0,0,0,0,0,0,0,0,0,0,0,0,2800516,2673744
220815,2009,1055265,969105,0,0,0,0,19756,10395,45086,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772298,1448012
220815,2010,1286045,1286045,0,0,0,0,139380,86528,164697,92545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290557,1983092
220815,2011,1832382,1832382,5319,5319,0,0,183985,139320,96712,-6581,0,0,276,276,0,0,0,0,0,0,0,0,0,0,2834488,2518362
220815,2012,2135787,2118255,0,0,0,0,183275,127729,134516,0,0,0,0,0,0,0,0,9126,0,0,0,0,9126,9126,3273916,2839053
220815,2013,2839054,2819591,0,0,0,0,113928,48862,122591,19368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937035,3494266
220815,2014,2549657,2509586,3762,3762,0,0,111069,21157,459224,375249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228760,3764592
220815,2015,2528836,2506399,51561,51561,0,0,160693,91543,664429,565358,7711,7711,0,0,0,0,0,0,0,0,0,135707,0,0,4386833,3928172
220815,2016,2489837,2473421,66339,66339,0,0,202472,124301,665265,549790,13685,13685,0,0,0,0,0,180550,0,0,0,202,180550,180550,4452075,3948189
220815,2017,2472845,2414418,60457,60457,0,0,268242,174431,559978,436650,16130,16130,0,0,0,0,23496,158291,0,0,0,0,181787,158291,4623484,4001963
220815,2018,2368537,2283172,419108,419108,0,0,367772,286845,565833,442791,17967,17967,0,0,0,0,0,150087,0,0,0,0,150087,150087,4842752,4158707
220815,2019,3041172,2934553,575868,575868,0,0,474372,398109,505289,375918,16105,16105,0,0,0,0,0,74672,0,0,0,0,74672,74672,6319139,5557285
220816,2009,2453328,2302323,0,0,0,0,105226,52427,275566,275566,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,4133612,3697373
220816,2010,2792991,2369186,0,0,0,0,256145,161577,403626,403626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4849932,3926917
220816,2011,3298955,2891648,0,0,0,0,285850,191499,417220,417220,8594,5456,871,871,0,0,0,0,0,0,0,0,0,0,5860610,4813222
220816,2012,4517324,4010197,0,0,0,0,398849,237905,333055,333055,67923,60134,5410,5410,0,0,0,0,0,0,0,0,0,0,7344239,6041564
220816,2013,8155767,7542763,0,0,58248,58248,1155748,916923,531080,524045,139697,136821,31406,31406,42186,42117,0,0,0,0,0,0,0,0,15192615,12874466
220816,2014,11483118,10534434,0,0,226097,226097,1307267,1048504,1631924,1144079,107814,45282,54706,54706,0,0,0,0,0,0,0,0,0,0,20453975,17194839
220816,2015,10669340,10393532,0,0,392358,370770,1765324,1635224,1410089,628062,107197,82258,17596,17596,0,0,0,0,0,0,0,0,0,0,20689264,18040109
220817,2012,1316888,1069407,970,970,0,0,117364,65017,179252,98916,2925,2925,14340,14340,0,0,0,0,0,0,0,0,0,0,2519412,1872424
220817,2013,1734217,1668916,27222,26972,0,0,211787,167799,518000,467512,45466,45466,78047,76850,14933,14933,0,23071,0,0,0,0,23071,23071,3680316,3279553
220817,2014,2742650,2707921,42905,42905,0,0,315031,213180,312810,253150,8987,8987,106431,106431,5975,5975,0,14722,0,0,0,0,14722,14722,5048311,4598365
220817,2015,4002159,3945657,41970,41745,78852,78852,462803,355618,282469,238446,24757,24757,142089,141739,48699,48699,0,0,0,0,0,0,0,0,7327264,6769551
220817,2016,6664863,6489386,43583,43583,2004,0,795682,672356,192665,139008,61917,61917,344846,344833,230965,230965,0,0,0,0,0,0,0,0,11549302,10723579
220817,2017,10020924,9965779,65053,65053,485926,479932,1000798,711357,468651,129424,111388,111004,392012,392012,339711,339711,0,0,0,0,0,0,0,0,18295526,16541739
220817,2018,12003738,11727682,46986,46936,287410,276770,1158492,837769,453159,63746,106395,106220,518374,518374,245923,245923,0,30521,0,0,0,0,30521,30521,21614385,19607695
220817,2019,13845573,13636194,41759,41759,185330,168458,1096113,728911,674651,249042,192756,168314,577394,577394,222042,222042,0,43102,0,0,0,0,43102,43102,24119103,21957524
220818,2013,2467026,2092129,0,0,0,0,103774,59056,562252,355025,4895,4895,153731,153731,30345,30345,0,0,0,0,0,0,0,0,5237638,4522041
220818,2014,2314339,2307663,0,0,0,0,202848,75466,383985,40695,0,0,138669,138669,11951,11951,0,330,0,0,0,0,330,330,4799098,4100832
220819,2016,2080518,1513714,3769,3415,0,0,190597,144514,0,0,1259,1259,45582,45582,0,0,0,0,0,0,0,0,0,0,3704355,2942500
220819,2017,3459847,3386056,17623,17183,47333,47333,517888,426648,157683,118294,5901,5901,46621,46004,13270,13270,0,0,0,0,0,0,0,0,6245493,6039616
220819,2018,3936464,3850673,63040,63040,74104,74104,620890,517692,284893,164222,7982,7982,58879,58879,47804,47804,0,0,0,0,0,0,0,0,7568856,7251520
220819,2019,6357088,6304624,58412,58412,123638,123638,593255,478231,367761,260339,21405,21405,82821,82821,42576,42576,0,0,0,0,0,0,0,0,11583214,11301819
220901,2005,216242277,211251473,5235728,5093433,11283220,10582740,44996538,36186193,31820680,15025873,13737279,12497451,5000995,5000578,0,0,0,0,0,0,0,0,0,0,407046360,352511072
220901,2006,216987303,212763178,6217863,6065383,10849515,10142935,48018151,36909348,39615023,15281339,14837646,12910099,5286984,5285984,0,0,0,0,0,0,0,0,0,0,429942398,364598599
220901,2007,237018493,234889067,8178172,6731916,10514671,9931575,50712523,39321901,35787217,16732527,14553272,13314362,5557735,5557735,0,0,0,0,0,0,0,0,0,0,455396406,397369598
220901,2008,252410108,248983536,10167434,7929730,10971188,10281842,55623023,42520465,39208382,19642815,17029349,15346474,6139383,6139383,0,0,0,0,0,0,0,0,0,0,487121887,421156862
220901,2009,246728533,243103447,14778093,11997955,10989249,10200991,56859840,42802145,42090160,19819880,17903907,16334815,6463602,6463602,0,0,0,0,0,0,0,0,0,0,494083540,421971598
220901,2010,246873982,238638036,12673115,6921515,11114728,2817763,60680294,43409553,45629052,11892573,19405463,17290060,6592782,6592782,4649339,3276480,0,0,0,0,0,0,0,0,504605250,394367421
220901,2011,248632000,233335069,12561791,1857510,10588929,3040728,61247338,44177193,47209286,18116892,20183913,18460515,6905311,6905311,4976193,4577917,0,0,0,0,0,0,0,0,509072832,385400292
220901,2012,226631043,220620072,11892007,11841082,9753066,9254619,53237314,41403716,42714949,23779085,18733120,17516473,6400217,6400217,4790453,4790453,0,328192,0,0,0,0,328192,328192,467274225,399742802
220901,2013,228772580,225374075,13344185,13323461,10251898,9730177,55344516,43079821,45747727,24497579,21840030,19716070,6445325,6445325,4648779,4648779,0,7315510,0,0,0,0,7315510,7315510,486353348,416286162
220901,2014,242647390,239699149,13814784,13736884,11192340,10445111,56049755,44975436,50273971,24913857,23473921,21601609,6864726,6864726,5213622,5213622,0,8190045,0,3013876,0,0,8190045,8190045,514915635,442054326
220901,2015,246311494,245923667,15208235,15188885,12398536,11611890,57208897,47117181,50143211,25148891,24626062,23542504,7359171,7359171,5388635,5372015,0,8064781,0,3093773,0,19601,8064781,8064781,523664072,455840236
220901,2016,253347716,245452865,18080658,18056358,13897268,13205241,61920742,51611304,58705573,28261129,28838607,26672740,7660368,7660368,5931247,5851302,0,7893044,0,2801325,0,40823,7893044,7893044,562657948,476488869
220901,2017,275837788,274489886,20256054,20235804,14206447,13447180,61692609,51134846,49900099,28701370,7840558,5315620,7714398,7714398,5887008,5849958,938609,8375576,0,721978,0,16423,9314185,8375576,566428109,494799403
220901,2018,276367723,273295192,21934950,21934950,15850632,15026577,63596566,52535841,45556925,27692999,6069406,4216366,8044747,8044747,5588621,5491911,1053543,9927365,0,655173,0,26135,10980908,9927365,567600274,501123479
220901,2019,274691586,273591176,22283432,22283432,16143112,15597373,65222881,53946166,45692783,26839488,5070381,3437869,8022871,8022871,5745590,5714014,30981,10770611,0,530794,0,35728,10801592,10770611,571932917,507524473
220902,2005,77631131,75171770,696626,681551,3433353,3205278,20116957,15636617,6647713,4007080,570653,377794,2548538,2548538,0,0,0,0,0,0,0,0,0,0,147485674,127594995
220902,2006,80787337,78611328,510303,510303,3535975,3320461,20601996,15826470,7090483,4069323,801473,473374,2712023,2711221,0,0,0,0,0,0,0,0,0,0,155115547,131967681
220902,2007,82157396,79959813,888274,860629,3660087,3406559,21712614,16783110,7976596,4806185,1451915,855707,2884442,2884442,0,0,0,0,0,0,0,0,0,0,157102568,134155218
220902,2008,91598136,89201372,912708,908468,3886735,3691923,23205608,17116279,9413421,6222341,1476869,936428,2647219,2647219,0,0,0,0,0,0,0,0,0,0,170394497,145557467
220902,2009,91849495,89336830,1012568,978043,4909732,4658897,23289365,18110985,10735834,6792851,1569349,1029696,3110610,3110610,0,0,0,0,0,0,0,0,0,0,174847251,149957578
220902,2010,88496514,86403827,829517,795493,4936574,2095035,23644545,17336258,13862965,6569164,1767102,1133557,3305170,3305170,1816305,1816305,0,0,0,0,0,0,0,0,184101586,145647043
220902,2011,91099984,89081292,793563,741419,4798397,1763951,24170095,17062205,15063555,6583547,1860398,984525,3250658,3250658,1686789,1686789,0,0,0,0,0,0,0,0,188078579,147452548
220902,2012,93495056,87044497,854344,826435,5167305,4741041,22990387,17508730,17737267,7450227,2392582,1431595,3240801,3240801,1903255,1903255,0,1950487,0,0,0,0,1950487,1950487,190086600,152100839
220902,2013,97705854,96217653,1097363,1097858,5480560,5230931,24747706,19177784,18458555,7800841,1852105,1222846,3706044,3706044,1740952,1740952,0,1918749,0,0,0,0,1918749,1918749,197219998,165889936
220902,2014,103420136,100108955,1343465,1342115,6003960,5752137,24451673,18816386,18290468,8778722,2484923,1710616,3539443,3533573,1653484,1653484,0,1346031,0,405766,0,712325,1346031,1346031,205293093,172876954
220902,2015,105676370,101174056,1333091,1329441,6345672,6079401,25397551,19267115,16248882,8990573,2999170,2483498,3560623,3560493,1808298,1808298,0,1009552,0,504637,0,707972,1009552,1009552,207801013,175660589
220902,2016,109278288,104894813,1341399,1325649,6703779,6443847,27250781,21426155,16702614,9658449,1944608,1510677,3617361,3617361,2026812,2026812,0,1575575,0,117145,0,748635,1575575,1575575,217613304,184340641
220902,2017,105350168,102821170,1235761,1205356,6593160,6314485,28527489,22660080,16109887,9784407,1578860,1140967,3699384,3694765,2072261,2072261,0,1588782,0,190179,0,766816,1588782,1588782,214404522,184257158
220902,2018,107972448,104364540,1508876,1465846,6749601,6502680,29375573,23515517,15247986,9263192,1818234,1350339,3731349,3709183,2146057,2146057,0,1631067,0,201689,0,573421,1631067,1631067,219847116,189182918
220902,2019,108873513,104795814,1599115,1576089,7126974,6595361,31082797,24772593,17167406,9385251,2428216,1879596,4213674,3811374,2073217,2073217,0,1735938,0,268240,0,590888,1735938,1735938,223714364,191626257
220904,2005,12749721,12619508,69908,69908,508567,472997,3848107,3138597,3183166,1530959,203748,203748,74511,74511,0,0,0,0,0,0,0,0,0,0,27322094,22713457
220904,2006,13645406,13482111,74333,74333,625784,580180,4175060,3490439,3368140,1527937,226615,153248,66677,66677,0,0,0,0,0,0,0,0,0,0,29809101,24796980
220904,2007,14789667,14614265,79474,79474,605159,560256,4312738,3206492,3875425,1993103,239453,239453,136187,136187,0,0,0,0,0,0,0,0,0,0,31881300,26477621
220904,2008,17244261,16703315,77755,77755,684125,635733,4504233,3480478,4368553,2448190,406933,295170,1131905,1131905,0,0,0,0,0,0,0,0,0,0,36357989,30332816
220904,2009,19075865,18454609,98381,98381,823610,761826,4696086,3631500,5211611,2842666,493677,376762,1196151,1196151,0,0,0,0,0,0,0,0,0,0,40808906,33756197
220904,2010,19536000,18903051,104881,90384,875023,658572,4804780,3341793,6811889,3215471,568042,443662,1172695,1172695,316448,316448,0,0,0,0,0,0,0,0,43712597,34179148
220904,2011,19446390,19059616,94266,94266,899600,278651,4182143,3311997,5462671,3320126,475811,301745,1099780,1099780,320093,320093,0,0,0,0,0,0,0,0,42052927,33615278
220904,2012,19366523,18707793,209037,170516,763922,680155,4452589,3413235,4968503,3457929,428877,304127,1073397,1073397,181875,181875,0,978924,0,0,0,0,978924,978924,43366009,36673946
220904,2013,20294422,20041716,97969,97969,1010104,936864,4833630,3641281,5422766,3884956,545210,371746,1129944,1129944,478600,478600,0,976960,0,0,0,0,976960,976960,45783214,39203407
