DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"139908",21.4,36.4,-1,78.6,58,75,62,.,.,.,-1,-1,-1,-1,-1,-1,-1,23.6,60,-1,83.3,80,80,67,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.5,16.7,.,75,43,71,57,-1,-1,-1,-1,-1,-1,20.9,33.3,-1,81.8,50,70,60,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"139909",20.9,34.6,1065,52.3,54,66,73,17.5,18.2,857,47.8,43,57,61,42,56,65,21.6,34.5,1006,42,50,57,74,-1,-1,-1,40,50,63,88,.,.,.,.,-1,-1,-1,-1,-1,-1,20.5,34.7,1107,61.3,58,73,73,32,43,65,40,40,22,22.8,44.2,1136,55.9,60,70,78,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"139911",21,29.8,1023,41.2,58,67,71,-1,-1,-1,14.3,25,25,69,38,47,59,21.3,28.3,1001,48.4,57,65,74,-1,-1,-1,37.5,56,67,60,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.6,31.6,1053,34.9,59,68,69,17,24,53,-1,-1,-3,21.2,32.1,1028,43.8,61,70,73,.,.,.,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"139912",20.4,21.1,1068,62.3,47,61,55,.,.,.,.,-1,-1,-1,29,48,36,20.6,20,-1,50,48,52,59,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.2,21.7,-1,74.2,46,69,53,5,10,23,17,17,14,20.5,22.2,1068,64.3,51,63,58,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"140901",-1,-1,-1,36.4,-3,9,9,.,.,.,-1,-1,-1,-1,-3,11,11,.,-1,-1,25,-3,-3,13,-1,-1,.,14.3,-3,-3,-3,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"140904",18.8,11.9,976,64.6,52,62,63,-1,-1,.,-1,-1,-1,-1,38,47,50,17.6,4,903,83.3,48,58,64,18.7,9.1,964,55,49,53,63,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,23.5,1048,48.6,55,66,63,18,26,38,-3,17,-3,18.9,16.7,992,85.7,57,78,65,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"140905",18.5,3,960,100,33,50,44,.,.,.,.,-1,-1,-1,32,42,42,19.5,0,960,93.8,33,53,47,17.7,0,-1,83.3,28,40,44,.,.,.,.,-1,-1,-1,-1,-1,-1,17.8,5.6,.,-2,33,48,43,11,11,22,-1,-1,-1,20,7.7,-1,-2,45,73,45,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"140907",21.6,42.9,-1,70,37,50,58,.,.,.,.,-1,-1,-1,13,25,63,19.4,20,.,62.5,25,38,50,-1,-1,-1,40,13,22,63,.,.,.,.,-1,-1,-1,-1,-1,-1,22.9,55.6,-1,75,45,58,64,-1,-1,-1,-1,-1,-1,22.4,50,.,100,55,73,55,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"140908",20.4,19.2,-1,76.5,54,65,68,-1,-1,.,-1,-1,-1,-1,44,63,59,20.4,23.1,.,86.7,31,56,56,19.9,25,.,61.5,47,65,56,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.5,15.4,-1,68.4,71,71,77,27,45,50,-1,-1,20,20.8,17.6,-1,89.5,67,72,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"141901",22.4,25.4,981,57.3,41,58,62,-1,0,871,-2,18,45,55,24,47,51,20.8,16.4,957,76.8,49,61,71,22.2,23.1,939,37.1,29,50,53,.,.,.,.,-1,-1,-1,-1,-1,-1,25.5,40,1016,40.5,35,55,54,23,39,52,-3,8,7,22.5,26.7,994,57.7,45,60,65,-1,28.6,987,70,36,64,45,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"141902",-1,33.3,-1,28.6,58,68,71,.,.,.,.,-1,-1,-1,57,71,67,-1,-1,.,11.1,33,44,78,.,-1,-1,12.5,56,67,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,40,-1,41.7,80,90,67,50,50,83,-1,-1,-1,-1,40,-1,38.5,60,70,82,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"142901",17.6,2.6,894,52.8,41,54,53,.,.,.,-1,-1,-1,-1,36,51,47,18.1,0,-1,50,54,61,69,17.8,2.9,-1,53.1,41,53,55,.,.,.,.,-1,-1,-1,-1,-1,-1,17.1,5,882,55.6,28,47,38,18,33,35,-1,-1,-1,-1,-1,-1,57.1,43,71,43,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"143901",20.5,22.5,960,60.6,56,63,72,17,0,-1,60,20,40,40,39,39,78,19.7,15.4,919,74.3,60,63,80,-1,-1,.,-1,40,60,60,.,.,.,.,-1,-1,-1,-1,-1,-1,21.7,35.7,1047,45.2,51,63,64,19,25,55,20,20,17,21.3,27.3,964,63.5,64,67,79,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"143902",-1,21.4,1052,93.3,87,87,93,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,1056,85.7,-4,-4,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,25,1048,100,75,75,88,-1,-1,-1,-1,-1,-1,-1,23.1,1052,100,85,85,92,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"143903",23.1,44,1043,78.1,62,68,71,-1,-1,-1,-1,-1,-1,-1,33,33,33,23.6,58.3,1060,80,60,60,73,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,22.4,30.8,1026,76.5,63,74,68,-3,-3,29,-1,-1,-1,23.4,47.8,1050,88.5,74,78,81,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"144901",21.1,23.9,968,65.1,69,74,82,18.7,0,844,75,60,60,73,45,62,65,21.4,21.1,979,60.3,69,70,83,20.6,18.2,970,53.7,50,67,68,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,27.3,953,71.7,67,80,79,46,50,68,-1,-1,-1,22.4,31.6,979,70.4,83,81,92,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"144902",21.4,11.5,992,44.8,40,52,62,.,.,.,0,-3,-3,40,17,28,56,-1,0,1005,38.1,47,47,68,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,22,16.7,986,48.6,35,54,59,-3,8,17,-1,-1,-1,21.4,12,995,50,47,59,64,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"144903",.,12.5,866,80,50,60,50,.,-1,-1,-1,-1,-1,-1,40,60,40,.,0,814,83.3,50,67,50,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,40,40,40,-1,-1,-1,.,-1,-1,80,60,60,60,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"145901",19.8,20,883,65.2,31,53,53,.,-1,-1,-1,-1,-1,-1,18,53,41,20.9,31.3,929,69.6,45,59,73,-1,0,876,53.8,9,55,27,.,.,.,.,-1,-1,-1,-1,-1,-1,18.2,7.1,830,60.9,17,48,35,12,32,44,-1,-1,-1,20.7,30,927,66.7,43,60,63,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"145902",21.6,16,971,58.1,69,78,74,.,-1,-1,-1,-1,-1,-1,57,71,57,-1,20,967,68.2,74,78,79,.,-1,-1,40,40,40,60,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,10,981,47.6,64,77,68,-1,-1,-1,-1,-1,-1,21.6,14.3,957,58.3,71,82,74,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"145906",20.7,25,1000,53.3,34,66,36,.,.,.,.,-1,-1,-1,35,70,33,21,15.4,952,76.5,39,78,39,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,36.4,1058,39.3,31,58,33,-3,10,9,-1,-1,-1,20.7,21.7,995,54.8,34,66,36,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"145907",16.1,0,-1,47.6,30,52,38,-1,0,-1,83.3,14,43,14,21,50,27,15.8,0,-1,66.7,50,60,50,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,15,46,29,13,25,22,-1,-1,-1,-1,-1,-1,23.1,36,57,40,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"145911",19.7,12.5,942,53.3,42,48,60,.,.,.,-1,-1,-1,-1,47,50,47,19.4,15.4,923,52,40,46,60,-1,-1,-1,30,22,22,22,.,.,.,.,-1,-1,-1,-1,-1,-1,20,9.1,969,55,45,50,60,23,29,38,-1,-1,-1,19.4,15,971,64.5,48,55,70,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"146901",16.8,4.1,854,37,19,39,35,14,0,850,40.7,11,26,33,16,29,30,15.7,0,849,40.5,19,35,40,14.3,0,764,36.8,9,28,22,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,11.1,864,32.1,19,45,28,9,25,29,-3,40,-3,19.1,7.7,905,35.5,26,47,42,-1,-1,-1,60,-1,20,-1,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1
"146902",18.9,22.8,974,35.7,56,64,73,17,6.7,849,57.7,38,54,63,52,57,76,19.2,25.9,994,42.3,56,64,77,15.6,9.5,919,35,48,61,61,.,.,.,-1,-1,-1,-1,-1,-1,-1,18.3,17.6,944,28.1,56,65,68,31,40,58,-1,-1,11,21.9,30.2,1016,32.1,62,68,79,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"146904",20.4,6.1,893,41.8,40,49,67,.,-1,-1,40,-3,20,20,41,52,58,-1,4.2,874,54.5,41,46,69,.,.,.,0,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,11.1,942,25.7,38,52,63,21,24,62,-1,-1,-1,20.4,6.5,904,45.6,46,53,73,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"146905",22.5,17.4,872,56.1,43,42,84,19.6,16.7,898,66.7,29,25,71,45,43,85,24.5,23.1,900,61.9,50,48,95,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,10,836,50,35,35,71,25,24,75,-1,-1,-1,-1,17.6,864,53.1,47,47,87,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"146906",19.2,20.3,930,57.4,32,52,44,15.9,15,842,74.1,28,44,44,18,38,30,20,25,962,72.1,41,57,57,-1,12.5,887,29.6,15,30,19,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,13.3,883,44.1,24,47,34,8,18,26,-3,14,-3,21,21.4,964,59.2,38,62,52,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"146907",21.8,22.2,950,50.9,41,51,63,.,-1,-1,-1,-1,-1,-1,29,42,54,22.8,24,915,51,44,50,71,-1,-1,-1,50,33,56,44,.,.,.,.,-1,-1,-1,-1,-1,-1,20.9,20.7,986,50.9,38,52,56,10,24,39,-3,-3,17,21.7,24.5,960,52.1,43,52,66,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"147901",-1,-1,-1,27.3,22,60,33,.,-1,-1,-1,-1,-1,-1,14,71,14,-1,-1,.,11.1,29,57,43,.,-1,-1,20,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-3,57,17,-1,-1,-1,-1,-1,.,20,-1,40,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"147902",20.4,22.4,946,58.3,47,60,63,15.3,0,-1,40,21,21,43,41,57,50,20,20.7,960,78.4,59,67,79,19.7,14.3,-1,87.5,-4,-4,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,21,25,-1,42.6,36,55,48,21,29,42,-1,-1,17,21.4,27.8,939,59,46,64,62,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"147903",19,13.6,1140,68.1,49,56,66,16.7,0,.,60,26,26,53,39,45,55,18.9,14,-1,72.9,54,58,72,19,8.3,.,54.5,62,68,62,.,.,.,-1,-1,-1,-1,-1,-1,-1,19.2,13.2,-1,63.3,43,54,60,25,29,54,17,17,14,20.3,23.3,1140,81.1,59,71,75,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"148901",17.7,15,.,95.2,61,74,74,.,.,.,.,-1,-1,-1,58,67,67,16.4,0,.,100,55,64,73,15.2,0,.,91.7,50,64,64,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.9,30,.,90.9,67,83,75,20,50,50,-1,-1,-1,22.4,42.9,.,100,86,86,-4,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"148902",20.4,23.1,.,92.9,47,71,56,-1,-1,.,-2,-1,-1,-1,17,33,43,18.6,12.5,.,100,50,70,55,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,23.2,40,.,83.3,43,71,57,-1,-1,40,-1,-1,-1,21.3,27.3,.,91.7,57,79,57,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"148903",-1,-1,.,-1,33,33,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,40,40,40,-1,-1,-1,-1,-1,.,-1,40,40,60,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"148905",-1,-1,.,-1,20,20,40,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"149901",18.5,15.4,917,61.2,34,55,51,.,.,.,.,-1,-1,-1,25,40,45,19,18.8,938,72.7,47,62,66,17.5,4.8,-1,63.6,33,48,53,.,.,.,.,-1,-1,-1,-1,-1,-1,17.8,10,-1,48.8,22,49,38,14,18,48,-1,-1,-1,19.3,22.6,911,59.6,35,59,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"149902",21.3,30.8,1037,63.4,46,45,74,.,.,.,.,-1,-1,-1,-3,-3,67,20.6,25,1008,64,42,42,72,19.4,11.1,-1,56.3,38,38,81,.,.,.,.,-1,-1,-1,-1,-1,-1,22.4,40,-1,62.5,53,50,76,8,8,56,-1,-1,-1,22.3,41.2,1066,70.8,54,52,72,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"150901",21.7,30.6,998,83.7,68,72,82,.,-1,-1,-2,-1,-1,-1,50,63,62,22.5,35.9,1018,79.6,73,75,81,19.6,0,-1,63.6,45,64,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.3,24.2,975,89.2,62,69,82,34,43,63,17,25,40,22.1,35.6,1020,84.3,72,75,85,-1,-1,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"152803",.,-1,-1,4.2,4,21,14,.,.,.,0,-1,-1,-1,5,16,10,.,-1,-1,2.8,-3,10,-3,.,-1,-1,2,5,21,14,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,5.7,6,28,22,5,23,13,-1,-1,-1,.,-1,-1,15.4,-3,29,17,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"152805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"152901",20.8,32,1020,56.6,45,58,59,16.3,5.1,831,48.2,20,30,38,24,39,40,20.6,32,1017,56.8,45,52,61,18.8,15.7,926,42.4,30,45,46,-1,-1,-1,50,33,50,83,-3,33,-3,21,32.1,1024,56.5,46,63,57,10,21,27,-3,7,3,23.1,45.5,1087,71.1,66,77,76,20,25,1128,85.7,57,64,53,26.1,58.8,1124,-2,77,90,81,.,.,.,-1,-1,-1,-1
"152902",19.8,9.5,923,70,69,73,86,.,-1,-1,-1,-1,-1,-1,54,64,77,-1,8.3,876,100,67,73,88,-1,0,925,61.5,69,77,93,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,11.1,-1,50,71,72,84,43,40,82,-1,-1,67,20.8,16.7,968,80,75,76,82,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"152903",19.4,14.8,880,48.2,51,65,70,-1,-1,-1,-1,-1,-1,-1,35,54,56,19.5,14.3,898,45.2,53,60,71,17.9,0,789,41.4,30,43,60,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,15.4,857,52,48,72,68,23,27,61,-1,-1,-1,21.7,30.8,965,59.1,81,95,86,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"152906",21.4,29.6,1016,64,65,79,77,-1,-1,.,-2,-1,-1,-1,53,70,73,21.9,33.3,1010,77.6,73,78,85,19.5,18.2,930,40.7,59,78,75,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,23.1,1038,49.1,56,80,67,48,58,72,14,43,50,21.6,29.8,1025,66.2,64,76,78,22.1,33.3,-1,81.8,77,92,73,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"152907",21.9,29.2,992,60.5,58,75,70,18.7,12.5,831,84.2,39,58,61,44,67,60,22,27.6,985,68.4,63,75,77,20.9,20.8,1001,43.2,51,65,62,-1,-1,-1,-1,-1,-1,-1,-3,20,20,21.9,31.6,1005,51.4,52,74,61,22,38,41,-1,-1,20,22.5,34.4,1012,65.1,63,80,74,22.4,20,-1,45.5,73,73,82,21.9,27.3,941,100,55,91,64,.,.,.,.,-1,-1,-1
"152908",20.1,17.1,966,61.2,40,59,61,.,.,.,-1,-1,-1,-1,33,56,48,23.4,31.3,992,64,58,64,72,19.4,15,939,58.8,41,51,69,.,.,.,.,-1,-1,-1,-1,-1,-1,18.7,8,916,59.5,29,56,54,33,35,47,-1,-1,40,20.6,19,1014,67.7,41,69,52,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"152909",22,32.7,985,62,51,63,73,.,.,.,-1,-1,-1,-1,35,47,58,22,32.1,979,71.8,56,61,80,18.1,0,-1,50,41,53,72,.,.,.,.,-1,-1,-1,-1,-1,-1,21.9,33.3,992,52.5,48,65,65,13,31,57,-1,-1,-1,22.9,40,993,66.7,55,67,74,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"152910",20.1,8.5,940,85.5,61,70,71,.,.,.,.,-1,-1,-1,53,63,60,19.7,4.8,904,77.8,57,64,68,19.2,6.7,920,62.5,52,68,58,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,11.5,963,92.9,66,76,73,20,20,45,-1,-1,-1,20.4,9.4,950,-2,69,72,81,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"153903",19.3,16.7,-1,85.7,38,50,63,.,.,.,.,-1,-1,-1,43,57,57,20.9,25,-1,80,45,55,82,-1,-1,-1,57.1,57,71,71,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,20,40,20,13,25,50,-1,-1,-1,18.8,12.5,-1,-2,22,33,56,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"153904",19.9,18.2,-1,73.3,34,44,64,-1,-1,.,-1,-1,-1,-1,29,35,56,19.7,13.3,-1,83.3,37,47,63,18.1,0,.,61.1,25,35,52,.,.,.,.,-1,-1,-1,-1,-1,-1,20.3,28.6,-1,58.3,31,38,64,-3,-3,30,-1,-1,-1,22.4,40,-1,90.9,55,64,82,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"153905",20,33.3,-1,64.3,50,79,64,.,.,.,.,-1,-1,-1,43,71,57,-1,-1,.,-1,-1,-1,-1,18.8,20,-1,55.6,44,78,56,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,37.5,-1,80,50,80,60,20,60,40,-1,-1,-1,-1,-1,.,80,60,80,80,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"153907",-1,0,-1,55.6,29,71,43,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.9,20,60,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"154901",18.7,19.4,961,57.6,48,73,53,15.3,0,814,82.6,29,71,42,35,67,45,19.2,19.5,987,63.1,49,70,61,17.5,11.1,874,52.9,37,63,47,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1,19.4,934,51.7,47,77,46,10,37,21,-3,-3,-3,22.2,33.3,1036,50,60,79,60,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"154903",18.8,11.8,1033,60.7,43,50,75,.,.,.,.,-1,-1,-1,22,22,78,16.4,8.3,1004,70.6,41,41,76,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,22,20,-1,45.5,45,64,73,13,19,63,-1,-1,-1,18.6,14.3,1040,58.3,42,50,75,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"155901",17.7,7.5,-1,63.5,35,50,60,15.8,0,.,59.1,40,45,60,32,47,51,16.7,4,-1,78.1,31,53,63,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,13.3,.,48.4,39,46,58,20,35,52,-1,-1,-1,18.8,13,-1,62.2,31,53,61,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"156902",20.8,25,944,50,47,68,49,.,.,.,.,-1,-1,-1,50,60,58,22.6,30.8,978,54.2,55,73,54,-1,-1,-1,28.6,42,58,53,.,.,.,.,-1,-1,-1,-1,-1,-1,17.7,14.3,876,43.8,38,63,41,27,50,31,-1,-1,-1,21.4,31.3,968,61.5,50,73,46,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
